player_id,firstname,surname
1035346,Thomas,Fletcher
1035350,Selumiela,Halasima
1035351,Tanner,Stowers-Smith
1035353,Jordan,Miller
1035354,Lachlan,Galvin
1035355,Latu,Fainu
1035356,Solomon,Alaimalo
1035358,Tony,Sukkar
1035359,James,Walsh
1036046,Blaize,Talagi
1036251,Solomona,Faataape
1037472,Benaiah,Ioelu
1037473,Hugo,Savala
1037474,Harry,Hayes
1037475,Lachlan,Hubner
1037649,Max,McCathie
1037735,Adam,Christensen
1037736,Jaxon,Purdue
1037775,Matt,French
1037776,Bayleigh,Bentley-Hape
1037826,Ethan,King
1037858,Samuel,Healey
1037859,Trent,Toelau
1037940,Luron,Patea
1037941,Casey,Mclean
1037943,De La Salle,Va'a
1037945,Lipoi,Hopoi
1038119,Luke,Laulilii
1038120,Heath,Mason
1038295,Salesi,Foketi
1038296,Eli,Clarke
1038355,Matthew,Arthur
1038356,Jake,Tago
1038357,Jordan,Martin
1038396,Fletcher,Myers
1038397,Tom,Rodwell
1038398,Jack,Todd
1038425,Lorenzo,Mulitalo
1038426,Va'a,Semu
1038427,Kyle,McCarthy
1038747,Setu,Tu
1038815,Tim,Johannssen
1038816,Lyhkan,King-Togia
1038865,Jack,Underhill
1039041,Jed,Stuart
1039069,Coby,Williamson
1039095,Xavier,Va'a
1039096,Loko Jnr,Pasifiki Tonga
1039097,Jonothan,Sua
1039750,Matty,Nicholson
1039751,Mitchell,Woods
1039752,Carter,Gordon
1039754,Joey,Walsh
1039755,Moses,Leo
1039757,Cody,Hopwood
1039758,Francis,Manuleleua
1039759,Jermaine,McEwen
1039761,Lewis,Dodd
1040380,Owen,Pattie
1040381,Eddie,Ieremia-Toeava
1040440,Taylor,Losalu
1040441,Tristan,Hope
1040444,Luke,Smith
1040445,Ryley,Smith
1040592,Aublix,Tawha
1040909,Tyrone,Thompson
1041760,Angus,Hinchey
1041999,Sean,Mullany
1042212,Allan,Fitzgibbon
1042543,Tevita,Naufahu
1042603,Nathan,Lawson
1042604,Billy,Scott
1042605,Manaia,Waitere
1042713,Fletcher,Hunt
1042714,Josh,Patston
1042735,Zac,Lipowicz
1042736,Billy,Phillips
1042737,Connor,Votano
1042738,Toby,Rodwell
1042877,Elijah,Salesa-Leaumoana
1042878,Charlie,Murray
1043025,Nick,Tsougranis
1043026,Brock,Greacen
1043027,Wilson,De Courcey
1043029,Ryan,Gray
1043235,Jaxen,Edgar
1043405,Joe,Roddy
1043406,Jacob,Halangahu
1043407,Temple,Kalepo
1043409,Siulagi,Tuimalatu-Brown
1043410,Ben,Johnson
1043595,LJ,Nonu
1043598,Jethro,Rinakama
1043766,Nicholas,Lenaz
1043767,Ashton,Ward
1043797,Hayden,Buchanan
1043836,Simione,Laiafi
1044014,Sione,Fonua
1044015,David,Fale
1044017,Heamasi,Makasini
1044018,Cooper,Bai
1044024,Luke,Hanson
1044025,Kain,Anderson
1044788,Logan,Spinks
1044817,Morgan,Gannon
1045198,Zane,Harrison
1045202,Brian,Pouniu
1045259,Liam,Sutton
1045308,Cooper,Clarke
1045309,Preston,Conn
1045310,Teancum,Brown
1045311,Sialetili,Faeamani
1045312,Brent,Woolf
1045313,Lewis,Symonds
1045623,Latrell,Siegwalt
1045624,Hugo,Peel
1045625,Jett,Liu
1045880,Faaletino,Tavana
1045881,Oliver,Pascoe
1046053,Araz,Nanva
1046611,Kade,Reed
1046612,Antonio,Verhoeven
1046613,Apa,Twidle
1046708,Lorenzo,Talataina
1047957,Cameron,Bukowski
1047958,Saxon,Pryke
1047959,Jed,Reardon
1047960,Reece,Foley
1047961,Jordan,Uta
1047962,Kayliss,Fatialofa
1047963,John,Radel
1047964,Dayne,Jennings
1047965,Rex,Bassingthwaighte
1047966,Seb,Su'a
1047967,Makaia,Tafua
1047968,Jason,Salalilo
1047969,Coby,Black
1047970,Josese,Lanyon
