competition_id,match_id,round,team_name,team_location,utc_start,score,completion_rate_percentage,possession_percentage,time_in_own_half,time_in_opp_half,time_in_own20,time_in_opp20,set_restarts,goal_line_dropouts,season,days_rest,season_stage,ladder_points,ladder_points_for,ladder_points_against,ladder_points_diff,ladder_position,elo,shortelo,longelo,result
9867,98671503,15,Warriors,home,2016-06-19T06:00:03Z,25.151063076756074,75.4149073779163,49.55052975132043,1521.6417362668265,1313.6937963267549,998.1453427839513,988.0119917674897,0,1.2906059178517402,2016,8.041666666666666,Mid,14,306,332,-26,8,1493.250408030721,1497.7594646501068,1492.5133887323277,12
9867,98671504,15,Titans,home,2016-06-20T09:00:04Z,24.461169220964514,75.14601328667143,53.001524906330374,1430.7529593745066,1632.8512200576229,789.4531470768787,1003.6281588030942,0,0.7791158096647909,2016,9.0625,Mid,14,265,291,-26,9,1489.7010922055492,1497.5681028374406,1483.1453524140315,30
9867,98671504,15,Eagles,away,2016-06-20T09:00:04Z,12.545367800281682,74.03787817211925,47.9085482056523,1406.8083381145523,1480.796959925715,1045.4960521885473,875.1397298405105,0,0.856086698659663,2016,8.124976851851851,Mid,NA,NA,NA,NA,NA,1450.9160409704232,1487.9382779249438,1423.2130574592343,10
9867,98671601,16,Panthers,home,2016-06-24T09:50:01Z,20.881164099319232,70.83094100573442,50.69863758561052,1436.1246914809076,1463.7577079398204,911.7762709811334,1008.16504422965,0,1.380894307591979,2016,12.159664351851852,Mid,14,259,273,-14,7,1476.8633599077596,1493.1086497529304,1470.523065206386,28
9867,98671601,16,Rabbitohs,away,2016-06-24T09:50:01Z,29.365145738956862,81.47582480371074,50.19382188201327,1540.606334882966,1482.164141159824,886.9360939336797,932.412251814957,0,1.6849390598796348,2016,7,Mid,12,292,332,-40,12,1468.7542430091416,1492.6606733680937,1449.292032425715,26
9867,98671602,16,Knights,home,2016-06-25T05:00:02Z,11.698766642229263,72.23398679100012,45.39028846768882,1597.1018155318927,1389.3630514871306,1169.6897401916235,683.6361052380246,0,1.5232202286264547,2016,13.999988425925926,Mid,3,162,491,-329,16,1395.6438568390795,1473.6856997717114,1339.2600994480201,18
9867,98671602,16,Dragons,away,2016-06-25T05:00:02Z,14.669137721938666,75.734452681873,50.6178998329249,1504.2545080676323,1465.6937300094298,990.0158705552079,870.6293084601316,0,2.0632220902391727,2016,6.8125,Mid,16,179,286,-107,10,1505.724867287002,1500.325087938048,1514.6023506864826,30
9867,98671603,16,Sharks,home,2016-06-25T07:30:03Z,20.5604809761441,71.1262226077076,48.97071738711754,1431.914950184388,1542.0061056067723,884.9269992327448,957.1131231870625,0,1.5779765603473928,2016,11.93744212962963,Mid,24,334,198,136,2,1592.6897189600843,1521.9648659009972,1649.1226774073464,18
9867,98671603,16,Warriors,away,2016-06-25T07:30:03Z,24.361999292150706,75.39001293524132,49.997497966241205,1514.3432320908169,1347.6721685471498,981.0366222169142,979.0112722614404,0,1.2731695627806356,2016,6.0625,Mid,16,318,342,-24,9,1503.1087549905603,1500.1722488550731,1508.081793993671,18
9867,98671604,16,Broncos,away,2016-06-25T09:30:04Z,21.263699923368865,73.92267416958711,52.97697271271448,1459.3548856604016,1545.444182490756,783.2122616899757,1035.1208407202084,0,0.9790439796352879,2016,15.986145833333333,Mid,18,356,209,147,4,1552.221025251582,1514.0967047680656,1575.1270516416917,14
9867,98671604,16,Bulldogs,home,2016-06-25T09:30:04Z,25.04425280675988,81.14920270321495,52.558788684227494,1507.9902674090179,1430.9133949350644,861.4588088619256,1019.1277211447392,0,2.7122458906840112,2016,12.145798611111111,Mid,16,313,244,69,5,1507.5527907662995,1502.2770094327025,1509.9803003940165,40
9867,98671605,16,Raiders,away,2016-06-26T04:00:05Z,27.166331585326883,76.63383055713304,49.09705742731885,1460.4224002653052,1428.7696722263156,1004.9009650690881,959.1703010528072,0,1.4621764710706584,2016,16.75699074074074,Mid,15,347,291,56,6,1509.6829077657208,1502.3976505058417,1515.2165876473107,30
9867,98671605,16,Titans,home,2016-06-26T04:00:05Z,24.793499067706644,75.19725248947114,52.88143341195055,1425.8477818120361,1611.5601468541654,797.4659582522661,1019.2504692749085,0,0.9123688610849036,2016,5.79167824074074,Mid,16,295,301,-6,7,1499.9226264160916,1499.998828415683,1499.7291888480745,22
9867,98671606,16,Storm,home,2016-06-26T06:00:06Z,21.014405148269116,79.81962214235573,49.033949689367645,1416.7751301551596,1508.253479577045,844.2625109224449,1051.9215677970142,0,2.572935798413932,2016,7.854212962962963,Mid,24,321,156,165,2,1552.126521367913,1514.0822558263717,1575.1309648743952,28
9867,98671606,16,Tigers,away,2016-06-26T06:00:06Z,25.48756599139575,73.3175063609572,50.72457858532635,1403.3932588569496,1555.9810086010139,926.4440352983979,952.3234105579251,0,1.4254835777480654,2016,15.840324074074074,Mid,NA,NA,NA,NA,NA,1478.5244117366303,1495.058742842811,1465.1427291714951,20
9867,98671607,16,Eagles,away,2016-06-27T09:00:07Z,12.392645732264782,74.03560548179209,47.974035313313166,1399.079837827679,1472.8891423301723,1058.6062890572346,878.01134605008,0,0.8647214967400833,2016,7.000034722222222,Mid,NA,NA,NA,NA,NA,1440.6945067598808,1485.5075523467015,1406.6292210251913,26
9867,98671607,16,Cowboys,home,2016-06-27T09:00:07Z,23.119053907121753,77.63204688044348,54.05298993350793,1509.0943415162249,1430.6189360753956,855.588353241109,1031.2340837708764,0,1.3978205309039704,2016,13.999988425925926,Mid,18,364,201,163,3,1545.060481459179,1511.850246401572,1565.9362415278233,30
9867,98671701,17,Bulldogs,away,2016-06-30T09:50:01Z,25.94159763835429,80.90025054102206,52.76526136317385,1496.2908513644768,1430.6185912389606,857.65128033021,1034.900057876055,0,2.6095111372429707,2016,5.0138541666666665,Mid,20,353,258,95,5,1520.5232015675913,1504.8620261818785,1533.6871077497196,24
9867,98671701,17,Roosters,home,2016-06-30T09:50:01Z,13.854092373325894,75.47323855065868,46.975443831402686,1485.7718444415566,1483.0568587673197,1062.921420503378,796.5949372424878,0,2.378060985315917,2016,11.159699074074075,Mid,8,235,341,-106,15,1433.4537018355645,1483.2210113190306,1398.6619084006502,20
9867,98671702,17,Broncos,home,2016-07-01T09:50:02Z,20.827877927966732,74.10731371941189,52.43835434995161,1457.3535925207775,1531.4975315413105,813.1395259885771,1020.8935902769958,0,1.0403013408571706,2016,6.013865740740741,Mid,20,370,249,121,4,1539.2506144502902,1511.5116880188896,1551.4202442859885,6
9867,98671702,17,Storm,away,2016-07-01T09:50:02Z,21.433540839372967,79.47044481381438,49.09191270800559,1435.0886223458501,1506.7382708024222,841.3667602670981,1037.1662737291933,0,2.478559650509096,2016,5.159675925925926,Mid,26,350,176,174,2,1561.2261178430947,1516.4455072774176,1589.0028918082573,48
9867,98671703,17,Titans,away,2016-07-02T05:00:03Z,24.625889123644246,75.96541734010287,52.58854740723352,1414.5769149033138,1600.5465380429155,828.8780007571302,1008.495441118414,0,0.9176267294198094,2016,6.041643518518518,Mid,16,317,331,-14,9,1488.7456034593433,1497.5160890538657,1480.6201251552607,18
9867,98671703,17,Warriors,home,2016-07-02T05:00:03Z,23.980279334621663,75.54661215912684,50.05764808826673,1537.002638165368,1363.8918384343208,975.0944248838994,972.350595925754,0,1.1967793890137974,2016,6.895833333333333,Mid,16,336,361,-25,10,1506.009850555051,1500.32885401525,1515.78233433876,26
9867,98671704,17,Panthers,away,2016-07-02T07:30:04Z,21.30829425336008,71.32108454539036,50.656719330473884,1443.737209992053,1453.6322454634312,912.5696947222654,1010.555141575871,0,1.3580406491364603,2016,7.9028125,Mid,18,287,299,-12,7,1488.0949996178738,1495.6054263055114,1489.3024276929984,26
9867,98671704,17,Tigers,home,2016-07-02T07:30:04Z,25.158312031912004,73.53845597929977,50.68110387020676,1408.1696633255326,1565.942148084953,919.217393180494,942.9440059244495,0,1.3399545630831815,2016,6.0624768518518515,Mid,NA,NA,NA,NA,NA,1469.4248152614487,1492.695491391765,1451.270802237633,34
9867,98671705,17,Sharks,home,2016-07-02T09:30:05Z,20.406852117575454,71.83864925124514,48.97247434389049,1443.0800531733248,1563.0057392703661,883.9113792787801,952.6063357958387,0,1.5432979667265492,2016,7.083356481481482,Mid,28,353,216,137,1,1589.7886233955937,1521.8082607408203,1641.4221370622574,34
9867,98671705,17,Eels,away,2016-07-02T09:30:05Z,12.898140391626988,68.03678893399217,47.76620858763827,1560.4182866224496,1501.9867465108866,949.6800257162103,799.7259367531902,0,1.897793197524175,2016,14.986157407407408,Mid,8,98,82,16,14,1537.9762256475112,1509.5927725543668,1557.5637873017301,24
9867,98671706,17,Raiders,home,2016-07-03T04:00:06Z,27.33635169020727,76.89580072370505,49.27123398167972,1458.4770562493868,1417.3234918927365,995.0069071649428,980.8800829896388,0,1.4344458828064188,2016,7.000011574074074,Mid,19,377,313,64,6,1520.859930722469,1504.880389867659,1534.3256513401245,28
9867,98671706,17,Knights,away,2016-07-03T04:00:06Z,12.076840643695508,72.21994758354012,45.786871159627495,1601.955706599979,1406.621268397903,1147.8683557801262,683.4179389237431,0,1.4318270149088672,2016,7.958379629629629,Mid,5,180,521,-341,16,1387.670281139276,1471.377010822248,1328.5758252901642,24
9867,98671707,17,Cowboys,away,2016-07-03T06:00:07Z,23.531910672694448,77.95412406761687,53.989810537497455,1510.8286810252512,1434.5417999108718,856.0330520466424,1024.6200387446238,0,1.3139512990497322,2016,5.875,Mid,22,394,227,167,3,1553.2062885752553,1514.1610578731043,1577.358657260324,20
9867,98671707,17,Rabbitohs,home,2016-07-03T06:00:07Z,29.16323699461945,81.20727531548809,50.18219256909247,1525.869954789988,1487.0142926902345,896.5999282976588,931.9675167060595,0,1.6438427162868567,2016,8.840347222222222,Mid,12,318,360,-42,12,1457.5226032990274,1490.1638968155128,1430.5126699391026,0
9867,98671708,17,Eagles,home,2016-07-04T09:00:08Z,13.209086988328895,74.03346915288456,47.91559319451437,1404.8950475580182,1476.795793790362,1050.3499117138006,877.1106652870752,0,0.8728382069356783,2016,7.000011574074074,Mid,NA,NA,NA,NA,NA,1432.5486996438046,1483.196740875169,1395.2068052926907,36
9867,98671708,17,Dragons,away,2016-07-04T09:00:08Z,15.588989458622347,75.93038552096063,50.460825842949404,1514.6192375835744,1478.432106208864,971.4149183218955,866.7515499525236,0,1.9994287648248223,2016,9.166736111111112,Mid,18,209,304,-95,8,1513.6984429868055,1502.6337768875114,1525.2866248443386,6
9867,98671801,18,Eels,home,2016-07-08T09:50:01Z,13.56425196812937,68.69458159795265,47.42023607237997,1567.5931894251028,1497.9075417202334,963.7392241732376,783.0623805479988,0,1.9639256056727246,2016,6.013842592592592,Mid,10,122,116,6,14,1528.1785973205472,1507.1806338570734,1542.2994560532547,22
9867,98671801,18,Roosters,away,2016-07-08T09:50:01Z,14.222846830926342,75.02484423761915,47.21691720151853,1491.6055337750631,1493.9734472412806,1043.3661352731754,799.4992410079386,0,2.2353773261969616,2016,8,Mid,10,255,365,-110,15,1424.7768182287368,1480.8765298647656,1386.0655446039943,18
9867,98671802,18,Bulldogs,home,2016-07-09T09:30:02Z,25.825101780053032,80.30623550856073,52.53934568138342,1506.413400282608,1439.761475764623,856.8922035103975,1017.0260544034916,0,2.4529404690083925,2016,8.986122685185185,Mid,22,377,278,99,4,1529.200085174419,1507.2065076361434,1546.2834715463755,32
9867,98671802,18,Tigers,away,2016-07-09T09:30:02Z,25.688813309997286,74.10614862054179,50.40023763799436,1415.4794835260006,1570.9856191998558,916.2043495896644,932.5673655689825,0,1.2595572892981906,2016,7.083310185185185,Mid,NA,NA,NA,NA,NA,1481.5421978762492,1495.2164295670302,1473.4513760830612,22
9867,98671803,18,Sharks,away,2016-07-10T06:00:03Z,21.22244099052093,72.32833029617044,49.51412588325706,1442.5352499829255,1570.0253949141443,862.1966965220533,966.4899556480884,0,1.5107000887229562,2016,7.854143518518518,Mid,30,387,240,147,1,1599.5862517225578,1524.2203994381136,1656.6864683107328,26
9867,98671803,18,Panthers,home,2016-07-10T06:00:03Z,21.58979659815848,70.82181947266695,50.85731617064545,1456.1129773925297,1458.2143107356255,904.0155130389294,1002.0618330813186,0,1.2765582101882726,2016,7.937488425925926,Mid,18,313,333,-20,8,1475.9776170030732,1493.0844881302462,1467.1218538475703,10
9867,98671804,18,Raiders,home,2016-07-11T09:00:04Z,27.376170588794835,76.84205268028275,49.374959942778936,1458.2684328744238,1434.7040823791722,995.3664927350463,980.2272780102605,0,1.4083791298380337,2016,8.208310185185185,Mid,21,406,338,68,5,1528.1553725477663,1507.1400581502946,1543.696193921222,26
9867,98671804,18,Cowboys,away,2016-07-11T09:00:04Z,23.31999603233278,78.13687662355986,54.41042190524761,1506.218960163736,1459.5892919162195,829.3910689238438,1031.1228364199465,0,1.2351142211067483,2016,8.124965277777777,Mid,24,414,227,187,3,1561.6169038022456,1516.488658480148,1589.3753328915434,12
9867,98671901,19,Titans,away,2016-07-15T09:50:01Z,24.22833577622559,75.9674922996967,52.55323456279951,1428.582300009115,1596.0137457603405,832.1253207117023,993.2257146513091,0,0.9225691256546208,2016,13.20136574074074,Mid,16,335,358,-23,10,1477.8165743212742,1495.0363280825445,1462.6373422414943,32
9867,98671901,19,Dragons,home,2016-07-15T09:50:01Z,15.013650091105006,75.03456238970298,49.95317629237244,1519.56208332856,1471.5061798363322,998.2100232225818,840.9064569553723,0,1.939463038935333,2016,11.034641203703703,Mid,18,215,340,-125,9,1499.5602156211255,1499.9940618985918,1498.1299412808148,12
9867,98671902,19,Eagles,home,2016-07-16T07:30:02Z,14.576541769029163,74.3914610037115,48.520657602843514,1402.381344704537,1484.0080461629404,1013.4889170109725,909.5640253698507,0,0.8804679145195375,2016,11.937430555555556,Mid,NA,NA,NA,NA,NA,1446.6869270094846,1485.8364558640887,1422.3634888562144,14
9867,98671902,19,Warriors,away,2016-07-16T07:30:02Z,24.101462574544364,76.05381542957923,49.93418920297073,1536.2824798754457,1380.9383281282617,961.8287593908653,966.9895601702087,0,1.1849726256729696,2016,14.104155092592592,Mid,18,363,379,-16,7,1516.93887969312,1502.8086149865712,1533.7651172525264,14
9867,98671903,19,Broncos,away,2016-07-16T09:30:03Z,19.938205252288725,74.28087489624718,52.232053088954515,1457.9923769695308,1525.6476796488319,835.0911544292626,1004.399974860376,0,0.9778832604057404,2016,14.986122685185185,Mid,20,376,297,79,6,1528.4770277097493,1509.0471873160325,1533.5752765286536,30
9867,98671903,19,Rabbitohs,home,2016-07-16T09:30:03Z,27.413442774942283,80.8948387965588,49.511261014946925,1545.4377575025887,1483.8334351288204,910.7839325997993,900.7694657036959,0,1.8452121533096455,2016,13.145787037037037,Mid,12,318,380,-62,12,1449.111988072037,1487.836296208469,1418.4959943078832,10
9867,98671904,19,Storm,away,2016-07-17T04:00:04Z,23.02752838901059,79.98221812498552,49.206397945525254,1435.0233050050992,1504.413974554277,835.6447546510722,1045.6762973054417,0,2.50984607147855,2016,15.756967592592593,Mid,28,398,182,216,2,1571.9997045836355,1518.9100079802747,1606.8478595655922,20
9867,98671904,19,Knights,home,2016-07-17T04:00:04Z,12.792230205073778,73.04675072852771,45.97965889004985,1608.2583642039804,1409.5239922940289,1137.1962544333187,702.4728625883185,0,1.4659173940143353,2016,13.999976851851851,Mid,5,205,550,-345,16,1380.3748393139788,1469.1173425396123,1319.2052827090668,16
9867,98671905,19,Eels,away,2016-07-17T06:00:05Z,14.070396850041607,68.89290670207549,47.33502190803718,1564.5575980595966,1482.8530892170195,975.6948707228435,789.1186377151189,0,1.966090069332361,2016,8.840324074074074,Mid,12,144,134,10,14,1536.3536275679787,1509.49172141855,1553.8667811361865,18
9867,98671905,19,Panthers,home,2016-07-17T06:00:05Z,20.89440880226897,71.25251030430694,50.745877200406724,1453.886198748978,1443.621452091488,915.7145822565936,1007.0981230964395,0,1.3799647175769765,2016,7.0000231481481485,Mid,18,323,359,-36,10,1468.4047113204801,1490.8079311777763,1457.066321619678,22
9867,98671906,19,Sharks,away,2016-07-18T09:00:06Z,21.509094531089676,72.66863047840022,49.60327833026164,1428.88313498395,1560.9638712192957,875.6248947307301,974.4405583092031,0,1.540058083399579,2016,8.125034722222223,Mid,32,413,250,163,1,1607.1591574051508,1526.4969563905836,1666.742000538625,32
9867,98671906,19,Roosters,home,2016-07-18T09:00:06Z,14.449476021070762,74.903353583362,47.62390216942742,1476.9292017485593,1495.3550404068037,1033.8041671567848,821.3092865474623,0,2.101254686625144,2016,9.965335648148148,Mid,10,273,387,-114,15,1416.6017879813053,1478.565442303289,1374.4982195210625,20
9867,98672001,20,Bulldogs,away,2016-07-21T09:50:01Z,26.19559567324985,80.52786137804709,52.686984940500416,1497.4485962656515,1443.6757872187457,846.3386712997736,1034.664491139282,0,2.425764040867889,2016,12.013877314814815,Late,24,409,300,109,4,1539.132445058983,1509.6202663229833,1562.1512706507306,0
9867,98672001,20,Cowboys,home,2016-07-21T09:50:01Z,22.640796270392812,78.30866402614626,53.96579659093275,1492.525822553912,1451.6939344012462,855.4676047884132,1026.9754662347498,0,1.2210073678403435,2016,10.0346875,Late,24,426,253,173,3,1549.0127502651019,1513.9214061230755,1566.7608771899709,36
9867,98672002,20,Broncos,home,2016-07-22T09:50:02Z,20.5419129371514,74.56402240247236,52.338129903617244,1463.632834351359,1525.0688188699019,835.2056851635068,999.8159763687535,0,0.979210264781396,2016,6.013877314814815,Late,24,406,307,99,6,1537.3948299821693,1511.394752018506,1547.1828588442634,12
9867,98672002,20,Panthers,away,2016-07-22T09:50:02Z,20.960744274132832,70.99735968604853,50.52112456838232,1445.3730268240392,1448.8641649659987,928.091707321198,998.0922357106532,0,1.4171668345223578,2016,5.1596875,Late,20,345,377,-32,9,1482.1255545567778,1493.4422424095253,1482.4987602486983,30
9867,98672003,20,Raiders,home,2016-07-23T05:00:03Z,27.293600353467145,77.45152951946578,49.592462346212194,1450.4523269019583,1425.301837436422,993.3645031709435,997.2536413296449,0,1.4438763820477518,2016,11.83332175925926,Late,23,432,350,82,5,1540.75952608491,1509.707310507367,1566.3106496227945,26
9867,98672003,20,Warriors,away,2016-07-23T05:00:03Z,23.4953748200717,76.17058650380449,49.75813785079248,1542.925531082919,1400.622028440566,938.9790338274133,977.5501865599962,0,1.2938742681325914,2016,6.895844907407407,Late,20,377,394,-17,8,1514.6447445461422,1502.6865875341116,1527.563413418295,22
9867,98672004,20,Titans,home,2016-07-23T07:30:04Z,24.69463562965206,76.4494427617149,52.520040489031544,1427.4073620085683,1587.97292101472,823.8378014690002,1008.0921717722305,0,0.9872149781153436,2016,7.9028125,Late,20,367,370,-3,7,1490.0353433244284,1497.5719994238962,1484.6733828093084,34
9867,98672004,20,Eels,away,2016-07-23T07:30:04Z,14.306173039039113,69.43933229995096,47.674920593554944,1562.5441421760208,1472.6019038639984,968.5731784794729,809.0915194522117,0,1.9081246651724193,2016,6.062488425925926,Late,12,162,156,6,14,1522.632784331681,1506.857410186801,1528.4343425071663,14
9867,98672005,20,Storm,home,2016-07-23T09:30:05Z,22.845876685669957,79.9232850374864,48.89401406879374,1429.9219067047932,1511.2891360810204,841.0660693720079,1038.4957194671151,0,2.5392553071898374,2016,6.22917824074074,Late,32,418,198,220,2,1577.7304531015159,1521.0541539335622,1613.2609033617834,26
9867,98672005,20,Roosters,away,2016-07-23T09:30:05Z,14.782507459806517,74.36915236836029,47.58646803926177,1474.2934496436458,1485.9137379823953,1047.0159171273779,820.5707293546146,0,2.275179405427635,2016,5.02082175925926,Late,10,293,419,-126,15,1410.844557664352,1476.40816574138,1368.2265228893848,10
9867,98672006,20,Sharks,home,2016-07-24T04:00:06Z,22.138548859224297,72.9285126496962,49.807081630445936,1423.4301468849128,1553.286038946138,871.6274010468863,991.2141248106509,0,1.5676545983956043,2016,5.791666666666667,Late,34,445,270,175,1,1612.9163877221042,1528.6542329524927,1673.0136971703027,36
9867,98672006,20,Knights,away,2016-07-24T04:00:06Z,12.984696392769353,73.10394568481604,46.58087935664686,1608.9028623517415,1405.9525527563871,1124.5244791673194,715.8844908330194,0,1.437962350373475,2016,7.0000231481481485,Late,7,221,570,-349,16,1374.6440907960985,1466.9731965863248,1312.7922389128755,4
9867,98672007,20,Dragons,home,2016-07-24T06:00:07Z,14.832831085638706,75.27248864632081,49.835985714830095,1516.1083583288464,1467.755809046152,1012.7774218292268,832.0920695380498,0,2.003095256599213,2016,8.840347222222222,Late,20,227,372,-145,10,1487.3414466179713,1497.4583905572401,1476.0939007130007,12
9867,98672007,20,Tigers,away,2016-07-24T06:00:07Z,25.467484511397448,74.27977970330929,50.0762233797147,1420.8507145144408,1558.1464820478645,939.8920886142846,917.4733236348435,0,1.3639838519402991,2016,14.854224537037037,Late,NA,NA,NA,NA,NA,1471.6098379916853,1492.8026708801904,1457.583576978706,24
9867,98672008,20,Eagles,away,2016-07-25T09:00:08Z,14.541949262887414,75.02797334348881,48.7894181466729,1420.7784640222649,1493.7875633931642,1021.2595819903141,889.8501838476597,0,1.0076398396483655,2016,9.062569444444444,Late,NA,NA,NA,NA,NA,1448.9810621564625,1485.9584833165484,1428.5651926904457,20
9867,98672008,20,Rabbitohs,home,2016-07-25T09:00:08Z,26.368636208445746,79.52114846876528,49.300585354050114,1543.6714920524335,1487.9234290210911,911.8168966438113,896.9432977614741,0,1.8544994241110668,2016,8.979224537037037,Late,14,328,410,-82,13,1440.1941857996171,1485.4887315059955,1404.8884119922734,12
9867,98672101,21,Broncos,away,2016-07-28T09:50:01Z,20.02939816092232,73.99018105832403,51.837842109400206,1457.7148642902773,1529.2046897377077,857.7533440536964,978.0470177866282,0,1.2204576488945125,2016,5.999988425925926,Late,24,418,338,80,6,1524.080712488907,1508.7656881717226,1523.5017753976979,16
9867,98672101,21,Roosters,home,2016-07-28T09:50:01Z,14.495557012218125,73.98700322625866,47.43127995690606,1470.015842665027,1487.4789137034516,1054.9949620997352,814.1164855933378,0,2.198668641101977,2016,5.013842592592592,Late,10,303,445,-142,15,1404.4794552816932,1474.2276628041725,1360.380511961944,32
9867,98672102,21,Bulldogs,home,2016-07-29T09:50:02Z,24.62385993285486,79.35618969536426,52.04576584407039,1501.0816804897124,1439.3152399856208,886.9383510217873,995.9846216709251,0,2.6402181984158157,2016,8.000011574074074,Late,26,409,336,73,5,1527.9593916789254,1507.151213930735,1542.4166053647737,12
9867,98672102,21,Dragons,away,2016-07-29T09:50:02Z,14.662861220500384,75.31613932754156,49.845826571940286,1524.0818568291156,1485.290460503383,987.5907765194731,831.9065453657668,0,1.9429095412032602,2016,5.159664351851852,Late,20,239,397,-158,11,1475.3210912734173,1494.9248919662725,1455.0293678385997,10
9867,98672104,21,Panthers,away,2016-07-30T05:00:04Z,21.50309961768486,71.29751810488561,50.849857094279386,1454.290645214597,1443.8323150680387,910.6262048819261,1010.866701568014,0,1.3321368244510163,2016,7.798634259259259,Late,22,376,389,-13,8,1495.4396720500401,1496.0713062563088,1506.1798436952638,16
9867,98672104,21,Warriors,home,2016-07-30T05:00:04Z,23.405652330867397,76.28035131357622,49.89264957974493,1552.469999217944,1404.484706734132,940.2402917977685,967.55717536639645,0,1.336241812044636,2016,7.000011574074074,Late,20,399,420,-21,9,1504.0075107805965,1500.2370988218356,1509.7846822515414,20
9867,98672105,21,Eels,home,2016-07-30T07:30:05Z,14.287802656696766,69.47297236195391,47.75442535794165,1558.4914936454595,1464.7057896321585,977.7787877707045,813.5860282850791,0,1.9136371852620742,2016,7.000011574074074,Late,12,176,190,-14,14,1510.0569749374035,1504.2906121883925,1505.928496468474,8
9867,98672105,21,Tigers,away,2016-07-30T07:30:05Z,25.3794354407136,74.32299292111072,50.071649976931816,1441.1996716435744,1563.5976931249927,933.2385632974275,898.0049242167529,0,1.4621448208238812,2016,6.0624768518518515,Late,NA,NA,NA,NA,NA,1483.6301933362392,1495.336169471158,1478.6481098531071,22
9867,98672108,21,Storm,away,2016-07-30T09:30:08Z,23.03512408452976,80.10788793523722,49.26037322466612,1434.8465923025055,1504.7917879161591,833.3821052096874,1046.9859762990882,0,2.3868999887584472,2016,7.000034722222222,Late,34,444,208,236,2,1584.0955554841746,1523.2346568707696,1621.1069142892243,16
9867,98672108,21,Cowboys,home,2016-07-30T09:30:08Z,23.442348494169245,78.71014418457749,54.207848795476785,1485.234273200677,1458.0722983371713,827.5395485011082,1056.7369382606648,0,1.1477469257699229,2016,8.986192129629629,Late,28,462,253,209,3,1560.1858036451595,1516.3904585153239,1586.4955424759278,8
9867,98672106,21,Raiders,away,2016-07-31T04:00:06Z,27.21598433225912,77.78443774829783,49.496914605439464,1451.325187287841,1441.9037271902366,982.4226329806869,995.0184228498662,0,1.4772437991248868,2016,7.958368055555556,Late,27,458,372,86,4,1551.3967598504557,1512.156799219643,1584.0893807895482,54
9867,98672106,21,Rabbitohs,home,2016-07-31T04:00:06Z,25.506518035939003,78.88987956063936,49.04255023280711,1540.7512025292874,1476.5880232798256,919.5678828451827,902.1666998957857,0,1.8032294586644029,2016,5.791643518518518,Late,14,340,430,-90,13,1428.9849664322478,1482.9921116399246,1386.2492511005921,4
9867,98672107,21,Eagles,home,2016-07-31T06:00:07Z,14.869432307114169,75.56629494287948,49.16205305787253,1413.4717561809289,1493.8603095895744,1019.0240070708953,898.9191728168,0,1.0671814492694636,2016,5.874988425925926,Late,NA,NA,NA,NA,NA,1460.1902815238318,1488.4551031826193,1447.204353582127,36
9867,98672107,21,Knights,away,2016-07-31T06:00:07Z,12.445614609203192,73.15770894372707,46.786026595248046,1609.568690610637,1430.615399591004,1108.8930104172803,707.2514213830383,0,1.4116846093510667,2016,7.083344907407407,Late,7,225,606,-381,16,1369.9897978731576,1464.912422521087,1308.324669849248,16
9867,98672103,21,Sharks,away,2016-08-01T09:00:03Z,22.970235927670842,72.33280189071442,49.818656732619175,1447.044338071818,1557.2888766093697,853.6497569840732,983.5812773220118,0,1.533595322491868,2016,8.208298611111111,Late,36,481,274,207,1,1617.570680645045,1530.7150070177306,1677.4812662339302,18
9867,98672103,21,Titans,home,2016-08-01T09:00:03Z,25.252957491872937,76.90247619601202,52.42883805968965,1422.2229202880542,1582.3945457538368,827.4475333808601,1014.9266414658966,0,0.987982079428423,2016,9.062488425925926,Late,22,401,384,17,7,1502.6111527187059,1500.1387974223046,1507.1792288480008,18
9867,98672201,22,Broncos,away,2016-08-04T09:50:01Z,19.78763427126698,73.81077019482458,51.427571582836194,1470.5119724328606,1511.4324083534452,867.7881434104747,973.3041967194305,0,1.387230189960842,2016,7,Late,24,434,370,64,6,1508.771251239823,1506.0179825102127,1494.7458587710496,12
9867,98672201,22,Dragons,home,2016-08-04T09:50:01Z,14.383089547270359,75.29717096788906,49.85507697762387,1531.8169454193687,1486.23303287318,977.1153299283047,832.6921526438208,0,1.9463349687310645,2016,5.999988425925926,Late,20,249,410,-161,12,1465.5501915348966,1492.5128311279075,1439.956319807728,8
9867,98672202,22,Eagles,away,2016-08-05T09:50:02Z,16.13726636868732,75.5923172463067,49.75232987440018,1412.903450810073,1495.6686910142,993.2825666466415,924.904022447792,0,1.0031505623132957,2016,5.159664351851852,Late,NA,NA,NA,NA,NA,1468.7699937111786,1490.7859587792539,1459.6100318575495,8
9867,98672202,22,Eels,home,2016-08-05T09:50:02Z,13.91053449729496,69.92459402023667,47.70915983646515,1555.4620040267318,1457.223442254229,988.5320605044623,815.5908665879743,0,1.7988189541463495,2016,6.0971875,Late,12,184,213,-29,14,1497.6839404270743,1501.7261940561696,1484.3613305263145,10
9867,98672204,22,Bulldogs,away,2016-08-06T05:00:04Z,23.866428336883565,78.85481831364241,51.923019893426165,1501.0767796603297,1452.1363255864835,884.4220499604801,985.0055443706697,0,2.781805106510867,2016,7.798634259259259,Late,28,422,346,76,5,1537.730291417446,1509.5632747691,1557.4896533956453,28
