match_id,team_name,utc_start,comp_id,season,round,team_location,goals_per_kick,m_per_run,tb_per_run,lb_per_run,offs_per_run,ta_per_touch,lba_per_touch,kick_per_touch,pass_per_touch,km_per_kick,tries_per_game,err_per_touch,points_per_game,tackles_time,saves_per_game,miss_per_t,pen_per_t,ineff_per_t
98670304,Panthers,2016-03-19T08:30:04Z,9867,2016,3,home,1,10.294099093499094,0.07808597328597329,0.018346320346320347,0.09420961630961631,0.008476998997609684,0.008355555555555555,0.023774184906627655,0.27536517410247824,31.527909356725146,0.13333333333333333,0.055232229387492546,1.192,25.151888888888887,0,0.09528147578741106,0.04626798386798387,0.070156151192521235
98670305,Titans,2016-03-19T10:30:05Z,9867,2016,3,home,0.8233333333333334,8.776646229112355,0.062117709174210715,0.01135504201680672,0.04498383968972204,0.008524686682016936,0.004961636828644501,0.02827717990828586,0.349087929801823,26.849944444444446,0.28705882352941176,0.04097124463407518,1.7152941176470586,26.246960784313725,0.058823529411764705,0.05444704401876876,0.03338873094451188,0.06653484826532494
98670305,Tigers,2016-03-19T10:30:05Z,9867,2016,3,away,0.8133333333333334,10.646714478230104,0.09203350295537796,0.03708556547619048,0.09527692099567099,0.016625909924679945,0.017268496504766525,0.033708044733044736,0.3543069780343163,37.55685714285714,0.3011764705882353,0.04867655261405261,1.7858823529411765,21.990686274509805,0,0.2319192668474886,0.018496978646531076,0.03513508532530272
98670306,Storm,2016-03-20T03:00:06Z,9867,2016,3,away,0.614,8.921155417247112,0.08699924652433304,0.026123400340528367,0.04924039954662792,0.0010025217652156915,0.003952377622620177,0.03749962712438676,0.25518344267496734,40.97768253968254,0.18705882352941178,0.04998029170200484,1.1152941176470588,29.252450980392158,0,0.06383924979851913,0.010618956233519803,0.11351769078798346
98670306,Warriors,2016-03-20T03:00:06Z,9867,2016,3,home,NA,11.64728316128316,0.12680077187769495,0.04900854700854701,0.021342349957734576,0.009388789505068574,0.014455805822084892,0.03224814332953868,0.34092942706997104,30.180999999999997,0.36153846153846153,0.02699544720787296,1.9076923076923076,30.37974358974359,0.07230769230769231,Inf,0.017227746449841142,0.029487373524729847
98670307,Rabbitohs,2016-03-20T05:00:07Z,9867,2016,3,away,0.51,9.591852774848132,0.13653968253968254,0.05416399286987522,0.05522205142638579,0.01068036350583995,0.00749725590121708,0.025165871997646076,0.32694299846872127,30.620642857142855,0.5294117647058824,0.015491457280905282,2.2705882352941176,24.714411764705883,0.12470588235294118,0.0364992813966035,0.03527840076944937,0.03416146941168755
98670307,Dragons,2016-03-20T05:00:07Z,9867,2016,3,home,0.53,8.556383298992674,0.08338495879120879,0.0032638888888888887,0.05830505952380953,0,0.004166666666666667,0.020546737538187605,0.270314718075662,35.202,0.1175,0.057607981849431916,0.7124999999999999,26.280208333333334,0,0.04976395252076591,0.025749861589348784,0.03301568319275673
98670308,Sharks,2016-03-21T08:00:08Z,9867,2016,3,away,0.9828571428571429,9.560011062178882,0.07008234844740036,0.004313025210084034,0.03654295051353875,0.0024801906533364337,1.6496163682864465e-4,0.024120919217288855,0.289422377407954,35.79141666666666,0.12823529411764706,0.042016867444281965,0.88,29.007941176470588,0,0.08663937643702471,0.021584781473008723,0.0382582290834886
98670308,Eagles,2016-03-21T08:00:08Z,9867,2016,3,home,0.976,9.228091626930398,0.0652691491515021,0.008015631427396136,0.0980875594993242,0.0034852577873254573,0.003259693877551021,0.031829289610581075,0.29975844489973075,26.749285714285715,0.0842857142857143,0.03747384086721727,0.4971428571428572,33.97857142857143,0.13428571428571429,Inf,Inf,Inf
98670401,Bulldogs,2016-03-25T05:00:01Z,9867,2016,4,away,0.7054666666666667,9.11035879290057,0.10787739387926888,0.023224978354978356,0.05081973003848004,0.006842941264781965,0.0041539067119364375,0.03988790437585788,0.34863321674345826,35.06164666666667,0.27336470588235295,0.013049810675843767,1.522964705882353,28.40163137254902,0.0035294117647058855,0.05216868558607107,0.04137118845133768,0.0704100773397136
98670401,Rabbitohs,2016-03-25T05:00:01Z,9867,2016,4,home,0.5394000000000001,9.55150528984904,0.14845633207070705,0.053215037878787876,0.05228449633699634,0.010887601286751768,0.007708472566634676,0.026955019053253416,0.3186197054768723,37.41440857142857,0.466475,0.024518719820346334,2.02615,26.70704375,0.12455000000000001,0.034684626938952384,0.039647877723937505,0.016631317558819914
98670402,Broncos,2016-03-25T09:05:02Z,9867,2016,4,home,0.29850000000000004,8.555073003899782,0.06356400778409757,0.014896379585326955,0.0491685981527932,0.005820462763930256,0.013221556781024272,0.040484045068648694,0.3318776975282748,36.97597267399268,0.1325,0.03506880613992612,0.8016000000000001,26.997466666666668,0.0037500000000000033,0.14683140546748286,0.041142260547233085,0.12936783157422288
98670402,Cowboys,2016-03-25T09:05:02Z,9867,2016,4,away,0.9726285714285714,10.069200633424023,0.0910550225398097,0.012232273657714836,0.003522519593409689,0.006123019280485742,0.0034568745627604463,0.029662612428727263,0.3424741347890453,30.605375163398694,0.19058823529411767,0.03578075448250698,1.2337882352941176,26.175143137254903,0,0.04685940956330808,0.03298003585116188,0.055504597502369545
