result,match_id,date,round,season_stage,away_result,home_result,away_team,home_team,goals_per_kick_away,goals_per_kick_home,m_per_run_away,m_per_run_home,tb_per_run_away,tb_per_run_home,lb_per_run_away,lb_per_run_home,offs_per_run_away,offs_per_run_home,ta_per_touch_away,ta_per_touch_home,lba_per_touch_away,lba_per_touch_home,kick_per_touch_away,kick_per_touch_home,pass_per_touch_away,pass_per_touch_home,km_per_kick_away,km_per_kick_home,tries_per_game_away,tries_per_game_home,err_per_touch_away,err_per_touch_home,points_per_game_away,points_per_game_home,tackles_time_away,tackles_time_home,saves_per_game_away,saves_per_game_home,miss_per_t_away,miss_per_t_home,pen_per_t_away,pen_per_t_home,ineff_per_t_away,ineff_per_t_home,score_away,score_home,completion_rate_percentage_away,completion_rate_percentage_home,possession_percentage_away,possession_percentage_home,time_in_own_half_away,time_in_own_half_home,time_in_opp_half_away,time_in_opp_half_home,time_in_own20_away,time_in_own20_home,time_in_opp20_away,time_in_opp20_home,set_restarts_away,set_restarts_home,goal_line_dropouts_away,goal_line_dropouts_home,days_rest_away,days_rest_home,ladder_points_away,ladder_points_home,ladder_points_for_away,ladder_points_for_home,ladder_points_against_away,ladder_points_against_home,ladder_points_diff_away,ladder_points_diff_home,ladder_position_away,ladder_position_home,elo_away,elo_home,shortelo_away,shortelo_home,longelo_away,longelo_home,goals_per_kick_diff,m_per_run_diff,tb_per_run_diff,lb_per_run_diff,offs_per_run_diff,ta_per_touch_diff,lba_per_touch_diff,kick_per_touch_diff,pass_per_touch_diff,km_per_kick_diff,tries_per_game_diff,err_per_touch_diff,points_per_game_diff,tackles_time_diff,saves_per_game_diff,miss_per_t_diff,pen_per_t_diff,ineff_per_t_diff,score_diff,completion_rate_percentage_diff,possession_percentage_diff,time_in_own_half_diff,time_in_opp_half_diff,time_in_own20_diff,time_in_opp20_diff,set_restarts_diff,goal_line_dropouts_diff,days_rest_diff,ladder_points_diff,ladder_points_for_diff,ladder_points_against_diff,ladder_points_diff_diff,ladder_position_diff,elo_diff,shortelo_diff,longelo_diff,prhome,shortprhome,longprhome
A,106841107,2019-05-26T04:00:00Z,11,Early,28,6,Storm,Bulldogs,0.05522820731562756,0.028750704076287964,9.301169198550715,9.12821810486248,0.15182782968066075,0.1215277872200947,0.027660846309759627,0.021527043052543743,0.04576538463446141,0.042343728820918074,0.00788408003048272,0.0043678573062054344,0.008042912408532608,0.005847754860459291,0.033985615602074755,0.024455377367889667,0.30232280785772897,0.295506405579874,9.450888487249731,5.123492241634608,0.23014329015976315,0.18318880632059145,0.03229273389775973,0.027541196785199767,1.4117582338029817,0.955605004963735,27.22077186591984,29.248619810040104,0.012274166223033709,0.038249558663012814,0,0,0.027028447410821606,0,0.044689367918004284,0,23.711462108430442,16.36648686884929,76.56018756647019,76.95972829896644,49.102114763925364,49.871853286595915,1443.164764075296,1437.7864004127548,1492.623689383389,1475.0194287267689,853.866433948302,999.5534859043755,1045.9798899624627,916.7917404649139,0,0,1.3638239837155735,1.736414157201409,9.756944444444445,7.958333333333333,16,6,251,136,137,224,114,-88,2,14,1667.469648643239,1404.2336886512212,1623.702119476545,1444.8346615761195,1681.100005771768,1382.043490061578,-0.026477503239339596,-0.17295109368823525,-0.030300042460566043,-0.006133803257215884,-0.0034216558135433395,-0.003516222724277286,-0.0021951575480733173,-0.009530238234185088,-0.0068164022778549604,-4.327396245615123,-0.046954483839171696,-0.004751537112559965,-0.4561532288392467,2.027847944120264,0.025975392439979105,0,0,0,-7.344975239581153,0.39954073249624855,0.7697385226705507,-5.378363662541233,-17.604260656620227,145.68705195607356,-129.1881494975488,0,0.37259017348583545,-1.7986111111111116,-10,-115,87,-202,12,-263.2359599920178,-178.8674579004255,-299.05651571019007,0.18015348062340564,0.2631531560401997,0.15167706588901517
A,106841108,2019-05-26T06:05:00Z,11,Early,22,8,Sharks,Dragons,0.028760835852810307,0.023228595560274946,9.04368175859031,8.889152904281294,0.13320547214385278,0.13036175440464612,0.028676609885437514,0.0230051142201438,0.07244495854692841,0,0.005936139314142814,0.00424260060689078,0.00669248913000879,0.005551361426078158,0.022138956884623483,0.016751299489325425,0.3421851299865601,0.32229265826591597,7.15461535938945,3.3257518269797832,0.17178676632079914,0.22678003008838643,0.027401042478001795,0.03627411476560422,0.8775432775031053,1.0759708759230535,29.662319116790627,29.058576638446624,0.017870037233769776,0.00392114166809894,0,0,0,0,0,0.06371000088204702,19.807280425437916,19.134067976001617,75.97299969121082,76.49752702652542,51.946719341233276,48.24142752146517,1473.9243832534949,1444.105843505433,1481.0860463900224,1450.0366358912888,945.5349140164461,1059.3816456554978,950.067356036384,917.9543286198502,0,0,1.3008496511579184,2.234197100260551,7,7.086805555555555,10,8,188,178,199,231,-11,-53,9,12,1563.2067293538767,1475.4873532065167,1556.1217900959293,1494.6594106698105,1552.7862044166095,1446.4751162401597,-0.005532240292535361,-0.15452885430901553,-0.0028437177392066637,-0.005671495665293715,0,-0.0016935387072520344,-0.0011411277039306313,-0.005387657395298059,-0.019892471720644123,-3.828863532409667,0.054993263767587286,0.008873072287602427,0.19842759841994817,-0.6037424783440031,-0.013948895565670836,0,0,0,-0.6732124494362992,0.5245273353146018,-3.7052918197681066,-29.818539748061767,-31.04941049873355,113.84673163905165,-32.11302741653378,0,0.9333474491026326,0.08680555555555536,-2,-10,32,-42,3,-87.71937614735998,-61.46237942611879,-106.31108817644986,0.37637732831668647,0.4124598063280703,0.3516086191715578
H,106841201,2019-05-30T09:50:00Z,12,Mid,12,14,Eagles,Panthers,0.018859413445587943,0.027424416667985018,9.232675180563449,8.41271471025982,0.1679470893997272,0.1315410104804229,0.02302890019724453,0.01294745200300276,0.08530852319544746,0.03868406847745395,0.004040635838682843,0.002922517669549997,0.00613426366262758,0.0035666471681674236,0.04216896553885994,0.014385440368718697,0.2949285900564128,0.29041000703310205,8.565852189218532,4.444019998977223,0.14848615309755273,0.099158666855516,0.026529695674825764,0.03899037626965215,0.7274669945186794,0.6060775274812248,27.011212480998765,36.2027258540308,0.03167033946749887,0.02086312633397761,0,0.14845343881064196,0.04673167603071158,0.04012536196650285,0,0,19.942762591366215,17.083395278629308,75.78297695640246,72.37154392039216,51.24536637884364,48.79299784887742,1462.6512498577952,1468.0915442778821,1423.6244282468174,1440.5540547341914,1048.3074269192682,949.5057404271985,912.5249097416571,998.2875753730751,0,0,1.9448128802377185,1.4381397174562742,6.076388888888889,7,0,6,0,143,0,250,0,-107,0,15,1435.719476326815,1470.496343624724,1451.867811882468,1497.727709618633,1433.6819408382908,1430.6666652368574,0.008565003222397075,-0.819960470303629,-0.03640607891930428,-0.010081448194241772,-0.04662445471799351,-0.0011181181691328457,-0.002567616494460156,-0.02778352517014124,-0.004518583023310763,-4.121832190241309,-0.04932748624203673,0.012460680594826384,-0.12138946703745457,9.191513373032038,-0.010807213133521263,0,-0.006606314064208731,0,-2.8593673127369073,-3.4114330360103082,-2.452368529966222,5.440294420086957,16.92962648737398,-98.80168649206973,85.76266563141803,0,-0.5066731627814443,0.9236111111111107,0,0,0,0,0,34.77686729790889,45.85989773616507,-3.015275601433359,0.5498814558233837,0.5656170626377497,0.4956607785346598
H,106841202,2019-05-31T09:55:00Z,12,Mid,14,26,Rabbitohs,Eels,0.086611384958582,0.05131601139152892,9.142072906253894,9.360943639864132,0.10986758510473196,0.15109012495952673,0.017666236244400384,0.021375936705891396,0.03470941371633469,0.05385246694617158,0.00209218261757187,0.005035428098600647,0.002161347279944846,0.006481530315538004,0.03205931648900776,0.022155830293038675,0.18043929867295574,0.3146229556946544,4.554426258317922,6.141958151100698,0.10174070282269498,0.18498609940369995,0.02681999183607288,0.03810859092415896,1.136947324805911,1.1209349488118912,26.357685311934333,29.81070644334296,0.006739989135584482,0.0691359157403317,0.06967921309672719,0,0.03146580358426352,0.029162484974023007,0.04320997652598706,0.05109130102315323,23.762483374013126,18.243005258288072,76.6186482016397,73.34217630490159,52.08361910774246,48.363335595396514,1454.6362771112222,1490.2047637432693,1478.6822065420415,1439.4840160160575,891.967095358616,978.9926863975359,1021.5410363809997,921.9696175332766,0,0,1.7035983819913745,1.723665708358734,6.013888888888889,8.003472222222221,20,10,282,225,165,240,117,-15,1,8,1605.4582254009956,1434.6368574889198,1544.067762858504,1466.2105281457173,1662.3552002446081,1410.6996750606957,-0.03529537356705308,0.21887073361023823,0.041222539854794765,0.003709700461491012,0.019143053229836893,0.0029432454810287773,0.004320183035593158,-0.009903486195969088,0.13418365702169868,1.587531892782776,0.08324539658100497,0.011288599088086083,-0.016012375994019834,3.453021131408626,0.06239592660474722,0,-0.002303318610240513,0.007881324497166171,-5.519478115725054,-3.2764718967381157,-3.7202835123459437,35.5684866320471,-39.198190525984046,87.02559103891986,-99.57141884772307,0,0.020067326367359417,1.9895833333333321,-10,-57,75,-132,7,-170.82136791207586,-77.85723471278675,-251.65552518391246,0.2722321652069093,0.3897930344417564,0.1902100889807452
A,106841203,2019-06-01T09:35:00Z,12,Mid,12,10,Raiders,Bulldogs,0.05973804934701223,0.03072730381101722,8.39177909448404,9.104658825428999,0.15255070396257675,0.12601207815451088,0.019244505411625847,0.020029546037407142,0.040011693965080544,0.03964076500976113,0.005284239101081161,0.004054049569057652,0.005471148273455507,0.00563702063674012,0.025308544056523084,0.025084547451342448,0.26538947606059604,0.3064821152690629,5.0914225104050015,5.291414573251032,0.20587995410921597,0.16826635304473067,0.03423284497302534,0.026848205696994375,1.384383372864414,0.8913253307548279,25.565986944880645,29.228103560382536,0.016291230682926285,0.03355653270241034,0,0,0.027599142888033702,0,0,0,21.834543764601428,15.74449765671833,77.18886952800246,77.02214460102846,50.581365755091156,49.699542089400154,1503.657658743994,1371.3192163879894,1449.4909197053332,1500.5182630031627,912.7640335521837,1082.440276750113,979.4175931386807,873.6042360370191,0,0,1.3352971979462138,1.6322293077693242,7.190972222222222,6.232638888888889,12,6,225,142,170,252,55,-110,5,16,1507.497238198022,1400.090158596883,1513.686159111283,1442.2031300157175,1500.6446616250748,1375.9764074260174,-0.029010745535995013,0.7128797309449588,-0.026538625808065874,7.850406257812956e-4,-3.709289553194134e-4,-0.001230189532023509,1.658723632846134e-4,-2.2399660518063538e-4,0.04109263920846684,0.19999206284603055,-0.0376136010644853,-0.007384639276030964,-0.49305804210958604,3.6621166155018905,0.017265302019484053,0,0,0,-6.090046107883097,-0.16672492697399832,-0.8818236656910017,-132.33844235600463,51.027343297829475,169.67624319792935,-105.81335710166161,0,0.29693210982311036,-0.958333333333333,-6,-83,82,-165,11,-107.407079601139,-71.48302909556537,-124.6682541990574,0.3501716357391303,0.39855504647863976,0.3279110843873393
A,106841204,2019-06-02T06:05:00Z,12,Mid,6,4,Cowboys,Titans,0.03430547637556676,0.0323174234552594,8.621069483830807,9.122884063458548,0.11091034250717635,0.1209495703658119,0.01883131521181081,0.021957631563178728,0.04971049569511324,0,0.00417750533961509,0.007975564336761169,0.004533446568230259,0.007070079444787378,0.02107046499620599,0.03338179558210954,0.3313092461454649,0.312818668445807,4.009082110979434,7.164315722090804,0.17086652519389364,0.19072997012462933,0.02750069454104345,0.04191582594912967,0.9389409385473017,1.0248192627260497,31.884825422863507,28.131439118140207,0.017431842694653272,0.03468692814144778,0,0,0,0.027534247471894698,0,0.04687126642383364,18.610479691770216,19.646959809132106,76.93873449295586,75.28341834287485,52.449413827724975,49.12603656037053,1598.931092375778,1458.2101958002243,1470.6040191042503,1496.5405049401088,918.86570835979,959.2090950308801,960.8012216913859,938.9447010702197,0,0,1.6047292495934653,1.5173924565420418,8.04513888888889,8.92013888888889,10,6,186,202,237,257,-51,-55,11,14,1493.0540065662108,1380.3930415780453,1499.8382553436213,1422.8872018552818,1494.504006741173,1357.039983098956,-0.001988052920307362,0.5018145796277409,0.01003922785863555,0.003126316351367918,0,0.0037980589971460784,0.002536632876557119,0.01231133058590355,-0.018490577699657895,3.1552336111113704,0.01986344493073569,0.014415131408086219,0.08587832417874808,-3.7533863047233,0.01725508544679451,0,0,0,1.03648011736189,-1.6553161500810063,-3.323377267354445,-140.72089657555375,25.936485835858548,40.343386671090116,-21.85652062116617,0,-0.0873367930514235,0.875,-4,16,20,-4,3,-112.66096498816546,-76.95105348833954,-137.46402364221694,0.3433211800622012,0.39103448877015146,0.3118882011413932
A,106841301,2019-06-07T08:00:00Z,13,Mid,20,12,Knights,Rabbitohs,0.014949237591357635,0.03145201677860707,8.98212763427918,9.342484265495164,0.1580334835137882,0.19046895467217478,0.02579814109581354,0.02282702776699787,0.05260734070113943,0.044762841030018145,0.004571395188694468,0.004254734845001309,0.004937384871416077,0.005227427186744062,0.03084586458791586,0.013581017842541857,0.26437267733814207,0.3141887700197212,5.7894944468869705,3.173023250087775,0.20935596515076163,0.14255820549454856,0.049293891208020434,0.03170117392527056,0.9284490250307876,0.764496277139767,28.04346701424166,28.99734177673373,0.02254885206146847,0.013718385018177267,0,0.09830546250969639,0.02956401848119886,0.02443132139328738,0,0.07127648560507771,20.67902857595863,23.176734371572337,76.50228044640733,76.82152930954132,49.64353407353325,51.83860196127791,1387.3632663431156,1469.0581004845487,1572.9086394515934,1473.0012741495188,916.7991503001912,901.449069637099,983.3632004733295,1004.4685741981397,0,0,1.4984913387282837,1.661382479071892,13.92013888888889,6.920138888888889,12,20,251,296,184,191,67,105,4,2,1417.0243587407879,1588.7195652007545,1412.0847220228286,1537.9656932029216,1454.7158217691167,1629.963603803838,0.016502779187249433,0.3603566312159838,0.032435471158386575,-0.00297111332881567,-0.007844499671121281,-3.1666034369315886e-4,2.90042315327985e-4,-0.017264846745374002,0.049816092681579105,-2.6164711967991954,-0.06679775965621307,-0.017592717282749873,-0.16395274789102066,0.9538747624920703,-0.008830467043291204,0,-0.005132697087911479,0,2.497705795613708,0.3192488631339927,2.1950678877446563,81.69483414143315,-99.9073653020746,-15.350080663092172,21.105373724810192,0,0.1628911403436084,-7,8,45,7,38,-2,171.69520645996658,125.88097118009296,175.24778203472124,0.7287632882982187,0.6736255650458693,0.7327866762040457
A,106841302,2019-06-07T09:55:00Z,13,Mid,28,0,Raiders,Tigers,0.04946113324021484,0.043369680398748056,8.803508443096074,9.264357553025508,0.1521777916383596,0.13965216839120484,0.023497260003413067,0.027443437388876158,0.041918333701864124,0.07431424308365753,0.006631642497626762,0.006448025486456611,0.0072666640271476495,0.007001739333575463,0.023566017451674505,0.032046947634292916,0.27874827466333785,0.3420524892303517,4.970210168696718,8.694082026663978,0.22158743696101693,0.19599635039822405,0.030153399582907133,0.03322064243487457,1.3469389734913018,1.1299080303125117,27.613130467096553,32.02227924996376,0.03481238682184255,0.03766744398349625,0,0,0,0,0,0.057943081595361524,21.244471138725345,17.741253966263297,77.2375373563223,78.05563500197292,50.42648380978569,48.446941626090556,1513.7581992193545,1452.5789293313867,1456.9014645230134,1526.517428747574,912.3581915390527,978.6613531876919,960.4325375503598,891.9278176613984,0,0,1.4351793660694412,1.2988175925037084,6.013888888888889,13.01388888888889,14,0,237,0,180,0,57,0,5,0,1515.5511858200218,1471.4169901216162,1517.6717095760694,1472.6570231711562,1513.7611050005685,1476.6079790245253,-0.006091452841466782,0.46084910992943406,-0.012525623247154755,0.003946177385463091,0.0323959093817934,-1.8361701117015124e-4,-2.649246935721864e-4,0.008480930182618411,0.06330421456701385,3.72387185796726,-0.02559108656279288,0.0030672428519674354,-0.21703094317879001,4.409148782867206,0.0028550571616536985,0,0,0,-3.5032171724620476,0.8180976456506102,-1.9795421836951306,-61.17926988796785,69.61596422456068,66.30316164863927,-68.5047198889614,0,-0.13636177356573276,7,0,0,0,0,0,-44.13419569840562,-45.014686404913164,-37.15312597604316,0.4368252225551499,0.43557872506749445,0.4467352294545478
A,106841303,2019-06-08T05:00:00Z,13,Mid,32,10,Storm,Warriors,0.05838510311198403,0.00463263758936968,9.324852474127793,9.373775509424405,0.15958542893926644,0.15456258081006075,0.026898877706422172,0.029677036361984554,0.0496126052551547,0.07410639950366539,0.007596418472860531,0.006739939143890487,0.008066576523200688,0.00821993676545624,0.03408080177318359,0.024718866792996855,0.3065959093093051,0.31326993001046094,9.542854785857886,7.3044699077587305,0.2266555452558374,0.1875473032024772,0.031486223494450585,0.035427925872091155,1.4106890909739136,0.7726276509493714,27.961892385532817,28.27459214458992,0.011537716249651686,0.019350620719012227,0,0,0.026519996366813906,0.032254615314244686,0.04478544544300408,0,23.968774381924618,18.66157517965581,76.40657631248197,76.29914090972979,49.33598787808984,48.73592773686567,1470.5748782307783,1486.197611105582,1422.8662680203856,1421.4620094015793,814.4544479114038,1033.8853986821541,1126.0810965647152,893.0236289670895,0,0,1.281994544692639,1.9195934597923512,13.041666666666666,13.895833333333334,18,8,279,206,143,226,136,-20,2,12,1671.6131786975773,1472.9617425119745,1626.333651036947,1478.9223915302177,1687.1670884073287,1466.380361002964,-0.05375246552261435,0.04892303529661213,-0.005022848129205698,0.0027781586555623815,0.02449379424851069,-8.564793289700442e-4,1.5336024225555238e-4,-0.009361934980186733,0.006674020701155858,-2.238384878099155,-0.03910824205336019,0.00394170237764057,-0.6380614400245422,0.3126997590571037,0.00781290446936054,0,0.00573461894743078,0,-5.307199202268809,-0.10743540275218777,-0.6000601412241693,15.62273287480366,-1.4042586188063524,219.43095077075031,-233.05746759762565,0,0.6375989150997121,0.8541666666666679,-10,-73,83,-156,10,-198.65143618560273,-147.41125950672927,-220.78672740436468,0.24167291370627153,0.2997334598381012,0.21909457392464118
H,106841304,2019-06-08T07:30:00Z,13,Mid,22,42,Eels,Sharks,0.05117822717862543,0.03232930334870052,9.34877134855968,8.974148601132637,0.15918412443683436,0.13563718669118519,0.021850998814313932,0.026698170623319112,0.06054546470999663,0.07353854152433986,0.00514913206523982,0.005907145958628379,0.0067423520509367505,0.0071789835179495165,0.022193918975200448,0.027611722661949077,0.2827243640559265,0.298649396710013,6.180496920357268,8.455257567603171,0.19086826893103032,0.1801568621432237,0.03877774740014219,0.029956770579096785,1.156898311496446,0.9207763586478445,31.790433409483207,29.625464792646483,0.0649877607959118,0.019275471408165178,0,0,0.029177508311043678,0,0.05275785290955869,0,18.70842494279079,19.938843599911642,73.38164572660749,76.03461970973817,48.58153545967272,51.94991618075928,1483.8324779186732,1452.0889202582853,1454.814975055094,1467.2208836066209,964.4731252136837,953.3028191754593,929.6514404812801,977.123314674201,0,0,1.6802457658572099,1.4027986720884433,7.899305555555555,13.059027777777779,12,12,251,210,254,208,-3,2,8,7,1451.375517689161,1571.8634079051603,1472.3125978012997,1560.24638815921,1443.0912715014658,1566.850549183472,-0.01884892382992491,-0.3746227474270434,-0.02354693774564917,0.00484717180900518,0.012993076814343231,7.580138933885585e-4,4.3663146701276596e-4,0.005417803686748629,0.015925032654086513,2.2747606472459028,-0.010711406787806604,-0.008820976821045406,-0.2361219528486015,-2.164968616836724,-0.04571228938774662,0,0,0,1.230418657120854,2.6529739831306784,3.3683807210865595,-31.743557660387978,12.405908551526863,-11.170306038224453,47.471874192920836,0,-0.27744709376876653,5.159722222222223,0,-41,-46,5,-1,120.48789021599941,87.93379035791031,123.75927768200609,0.6667637416378818,0.6239123315304335,0.6709347146356623
A,106841305,2019-06-08T09:35:00Z,13,Mid,22,20,Eagles,Cowboys,0.05497384494139494,0.0035984803056597365,9.324476908255109,8.720718804593826,0.17935607047767563,0.119780578104403,0.028327756627112868,0.016960769373850108,0.08604328546912314,0,0.006135075331108812,0.004284486754359558,0.007877653837675977,0.005173832854168687,0.04355933200097569,0.035726698505048456,0.31876287377225826,0.326579343338473,8.2765050445861,6.656942120088228,0.20343443880756995,0.12868589209918316,0.03003072822623992,0.027914115367214477,1.2239126837911958,0.5275297283432248,27.636200435724653,33.55355867772529,0.02282002096038122,0.01615893763098569,0,0,0.046858104264545605,0,0,0,19.46619683588424,17.853850910264,75.79599833901831,77.0024104233785,51.710644396113025,52.30244899806147,1478.6921748663276,1587.8352268332314,1424.2469625520084,1467.4477779579954,1033.5889813041122,937.8337658582026,908.4134151571577,953.7331483899027,0,0,1.8281241074234553,1.5084454946178574,8.989583333333334,6.145833333333333,0,12,0,192,0,241,0,-49,0,11,1425.366749810753,1500.9503937076413,1447.5239825088454,1503.7486002313228,1413.5083719796771,1506.9795347868287,-0.05137536463573521,-0.6037581036612831,-0.05957549237327263,-0.01136698725326276,0,-0.0018505885767492536,-0.0027038209835072904,-0.007832633495927235,0.007816469566214734,-1.6195629244978722,-0.07474854670838679,-0.0021166128590254414,-0.696382955447971,5.917358242000638,-0.00666108332939553,0,0,0,-1.6123459256202395,1.2064120843601955,0.5918046019484464,109.14305196690384,43.20081540598699,-95.75521544590958,45.319733232744966,0,-0.31967861280559795,-2.843750000000001,0,0,0,0,0,75.58364389688836,56.22461772247743,93.47116280715159,0.6070895126885112,0.5802147241639332,0.6313617689719412
A,106841306,2019-06-09T04:00:00Z,13,Mid,26,18,Titans,Broncos,0.013751709911770455,0.04496361429641179,9.05905546521508,9.036452059679439,0.11657887963175702,0.16406190983896227,0.02162449685939483,0.01939547083900627,0.042703291015436726,0.04360906297752462,0.006253262610828276,0.006197540644268845,0.005401034766739973,0.005305535629943896,0.030787507354021273,0.028514235613551254,0.3390406648070868,0.3288659359189597,6.961159484654555,8.580272998457998,0.18305190728012213,0.14667386770880375,0.03659148679217108,0.022881280948275504,0.8343243041027855,0.9763836167560517,29.533088349061142,30.41418295391556,0.03157702354722509,0.05799304831137044,0,0.11073373899445907,0.024284034188366516,0.025673711337127012,0.04691205525977908,0.05594746603923279,18.70814222058418,20.683317906717946,75.68641324230236,76.97657486938975,49.1784743667483,50.36741008092941,1455.7975840522108,1466.771440126569,1491.5880746437024,1570.5765833135097,952.2365493290273,926.2525157663729,956.7080190060065,989.2414030944153,0,0,1.4263489091495192,1.5487404320887905,6.913194444444445,14.854166666666666,6,10,206,191,263,207,-57,-16,15,9,1372.4966544366148,1573.4753629771062,1418.9768569675803,1552.995513195167,1344.5644550533004,1587.8758414425465,0.031211904384641335,-0.022603405535640775,0.04748303020720525,-0.002229026020388561,9.057719620878951e-4,-5.572196655943048e-5,-9.549913679607683e-5,-0.002273271740470019,-0.010174728888127094,1.619113513803443,-0.03637803957131838,-0.013710205843895575,0.1420593126532662,0.8810946048544182,0.026416024764145354,0,0.0013896771487604959,0.00903541077945371,1.9751756861337668,1.290161627087386,1.1889357141811132,10.973856074358082,78.98850866980729,-25.984033562654417,32.533384088408866,0,0.12239152293927136,7.940972222222221,4,-15,-56,41,-6,200.97870854049143,134.0186562275867,243.31138638924608,0.760773785509996,0.6838395335336289,0.8022811329831223
H,106841307,2019-06-09T06:05:00Z,13,Mid,10,18,Roosters,Panthers,0.005951863526096204,0.06896292553174106,9.183503580739362,8.65614729290659,0.13931984819050994,0.14121099747079902,0.03576188011788766,0.020704959516622164,0.05175334952391934,0.04280974880575592,0.006451338127839174,0.003549753623011904,0.006061966876692712,0.0041027949352746874,0.034067161078750303,0.024920684080832766,0.2906174239252426,0.319078334777188,4.9169770763119365,5.39065325015582,0.20786250033720813,0.1231998939878222,0.053325027677138793,0.03774715978884516,0.8605792115866361,0.9857922520354874,24.962056724138606,33.46021680091483,0.016930421635204956,0.01740830090817614,0,0.16010168816389234,0,0.036479931097960924,0,0,23.04949102821135,16.89839156191155,72.01085620152536,72.40925128516864,50.72683365207694,48.325417977944774,1561.624362917265,1466.0460516212092,1397.391125391317,1457.92081145014,946.8952139067892,943.1753960015665,937.0989958161549,986.5703208506907,0,0,1.8927229857487615,1.4118513344088977,15.840277777777779,9.84375,16,8,275,158,201,262,74,-104,3,14,1627.4689366099294,1480.8490701407861,1567.7369394467175,1502.0715389922557,1662.423047425077,1450.840234095471,0.06301106200564485,-0.527356287832772,0.0018911492802890784,-0.015056920601265497,-0.00894360071816342,-0.0029015845048272703,-0.0019591719414180243,-0.009146476997917537,0.02846091085194541,0.4736761738438835,-0.08466260634938592,-0.015577867888293635,0.1252130404488513,8.498160076776223,4.7787927297118435e-4,0,0,0,-6.151099466299801,0.3983950836432797,-2.401415674132167,-95.57831129605574,60.52968605882302,-3.719817905222726,49.47132503453577,0,-0.48087165133986387,-5.996527777777779,-8,-117,61,-178,11,-146.6198664691433,-65.66540045446186,-211.58281332960587,0.30069052647664374,0.406609259289855,0.2282941403642201
A,106841308,2019-06-10T06:00:00Z,13,Mid,36,12,Dragons,Bulldogs,0.020180233692486227,0.030648371464709126,9.132374397435123,9.191523857450642,0.15375480810806316,0.12631421451002142,0.026115222687422404,0.019912358502747505,0,0.04042837706575769,0.00473369468507305,0.004197515882691792,0.005716765581208808,0.005622168686175617,0.028127797006796892,0.025384677947681684,0.3262549471972863,0.3114104312022337,5.402596057484751,5.243041371836474,0.21308971942606159,0.1703137278715673,0.044273124514661456,0.026550104230352877,0.9738504527604824,0.8934780584770319,26.606299128212836,29.85643576483861,0.003414627727883225,0.035072552504971606,0,0,0,0,0.07169438209331254,0,18.46602389744152,15.399827797315229,75.74767540493389,77.08081592496676,48.22694187017726,49.837569564036144,1432.4594928951071,1383.4200634047102,1429.6344377378116,1510.807167222973,1079.878746916168,1057.2738601451063,927.3770689026592,875.5479818747979,0,0,2.220145274244918,1.5342955493031647,14.996527777777779,8.850694444444445,8,6,187,152,253,264,-66,-112,13,16,1466.830674655233,1392.036210974883,1490.5348126065298,1438.217579550931,1432.4107714732972,1362.8599640505238,0.010468137772222899,0.059149460015518684,-0.02744059359804174,-0.006202864184674899,0,-5.361788023812578e-4,-9.45968950331914e-5,-0.002743119059115208,-0.014844515995052598,-0.1595546856482768,-0.0427759915544943,-0.01772302028430858,-0.08037239428345055,3.2501366366257756,0.031657924777088384,0,0,0,-3.066196100126291,1.3331405200328703,1.6106276938588877,-49.03942949039697,81.17272948516143,-22.60488677106173,-51.829087027861306,0,-0.6858497249417532,-6.145833333333334,-2,-35,11,-46,3,-74.79446368034996,-52.31723305559876,-69.55080742277346,0.3939946359405674,0.42527339777397155,0.4012242560516957
H,106841401,2019-06-13T09:50:00Z,14,Mid,20,22,Sharks,Raiders,0.058155051866409103,0.04931699465756666,9.162018315442166,8.941126029985462,0.14810722236732135,0.15255959206429065,0.021905243024485203,0.023852130285561223,0.07113917644229562,0.03988233934916936,0.008378279313649704,0.006939626300710333,0.009267123829668766,0.007124781832577614,0.03642969099876231,0.026078008082610134,0.303072126389779,0.28054110915471964,8.423821604674117,5.496047332330572,0.1999975860565838,0.22593924956688533,0.0316759361526586,0.030225836801490224,1.2175787630577404,1.3649461644935883,28.682876135675794,27.834283815541347,0.014800140436122277,0.039782467141943764,0,0,0,0,0,0,21.262512983916945,21.64980287040182,75.13254252715387,77.28328511494297,51.83292120991372,50.82089478119855,1461.2635850427882,1517.3127072661932,1473.0876305902236,1450.2473766516325,936.1846500249317,901.2967000467095,981.4359157937489,978.5265852973382,0,0,1.3786307517631367,1.4090686041052747,5.097222222222222,5.996527777777778,16,16,252,265,230,180,22,85,6,4,1579.527841847489,1525.5981659387903,1564.0072648439057,1522.0274968267443,1580.0131605980455,1531.6305141787504,-0.008838057208842447,-0.22089228545670458,0.004452369696969299,0.0019468872610760198,-0.03125683709312625,-0.0014386530129393707,-0.0021423419970911526,-0.010351682916152176,-0.022531017235059347,-2.9277742723435454,0.025941663510301527,-0.001450099351168379,0.14736740143584792,-0.848592320134447,0.024982326705821487,0,0,0,0.3872898864848757,2.1507425877890967,-1.0120264287151741,56.04912222340499,-22.840253938591104,-34.887949978222196,-2.909330496410689,0,0.030437852342138028,0.8993055555555554,0,13,-50,63,-2,-53.929675908698755,-41.979768017161405,-48.38264641929504,0.42300632582488507,0.4398785497591094,0.4308183958325397
