result,match_id,date,round,season_stage,away_result,home_result,away_team,home_team,goals_per_kick_away,goals_per_kick_home,m_per_run_away,m_per_run_home,tb_per_run_away,tb_per_run_home,lb_per_run_away,lb_per_run_home,offs_per_run_away,offs_per_run_home,ta_per_touch_away,ta_per_touch_home,lba_per_touch_away,lba_per_touch_home,kick_per_touch_away,kick_per_touch_home,pass_per_touch_away,pass_per_touch_home,km_per_kick_away,km_per_kick_home,tries_per_game_away,tries_per_game_home,err_per_touch_away,err_per_touch_home,points_per_game_away,points_per_game_home,tackles_time_away,tackles_time_home,saves_per_game_away,saves_per_game_home,miss_per_t_away,miss_per_t_home,pen_per_t_away,pen_per_t_home,ineff_per_t_away,ineff_per_t_home,score_away,score_home,completion_rate_percentage_away,completion_rate_percentage_home,possession_percentage_away,possession_percentage_home,time_in_own_half_away,time_in_own_half_home,time_in_opp_half_away,time_in_opp_half_home,time_in_own20_away,time_in_own20_home,time_in_opp20_away,time_in_opp20_home,set_restarts_away,set_restarts_home,goal_line_dropouts_away,goal_line_dropouts_home,days_rest_away,days_rest_home,ladder_points_away,ladder_points_home,ladder_points_for_away,ladder_points_for_home,ladder_points_against_away,ladder_points_against_home,ladder_points_diff_away,ladder_points_diff_home,ladder_position_away,ladder_position_home,elo_away,elo_home,shortelo_away,shortelo_home,longelo_away,longelo_home,goals_per_kick_diff,m_per_run_diff,tb_per_run_diff,lb_per_run_diff,offs_per_run_diff,ta_per_touch_diff,lba_per_touch_diff,kick_per_touch_diff,pass_per_touch_diff,km_per_kick_diff,tries_per_game_diff,err_per_touch_diff,points_per_game_diff,tackles_time_diff,saves_per_game_diff,miss_per_t_diff,pen_per_t_diff,ineff_per_t_diff,score_diff,completion_rate_percentage_diff,possession_percentage_diff,time_in_own_half_diff,time_in_opp_half_diff,time_in_own20_diff,time_in_opp20_diff,set_restarts_diff,goal_line_dropouts_diff,days_rest_diff,ladder_points_diff,ladder_points_for_diff,ladder_points_against_diff,ladder_points_diff_diff,ladder_position_diff,elo_diff,shortelo_diff,longelo_diff,prhome,shortprhome,longprhome
H,113550707,2021-04-25T06:05:00Z,7,Early,10,34,Dragons,Roosters,0.03895216971580689,0.05456690907530688,8.785063738817945,8.322021261813356,0.16620087740911163,0.17180798381237142,0.030470122391892788,0.03306611183840466,0,0,0.004841276243258564,0.008578303647244474,0.005902532723571882,0.009486596689765323,0.024272867043638607,0.023102292716926296,0.2626895166815957,0.35842693402048587,6.611815396656218,5.184355549480705,0.25389692995378077,0.32833159345291385,0.03615271759513562,0.04306273507288534,1.3545407137265348,1.4304337983622692,31.354070518366452,29.47347319863761,0.011750516709304173,0.06906650603715679,0,0,0.0174696991543086,0,0.049704668789490716,0,20.463832260536527,26.16940426885555,77.06575408944545,74.36759370106668,48.27957945717749,48.79390609086278,1285.9103465172252,1261.2889704396434,1242.9470121923243,1302.7971673117831,1197.51499790824,1073.3509173269308,1118.0772702102115,1208.354896085182,1.6030669069440013,0.9442062458880006,1.9229801442218848,1.68868012493499,7.086805555555555,8.840277777777779,8,8,143,164,107,86,36,78,6,5,1451.2568879586759,1654.0099341341495,1466.8073754451475,1607.9057514114331,1456.9662120486794,1665.6395733504903,0.015614739359499995,-0.46304247700458845,0.005607106403259787,0.0025959894465118726,0,0.0037370274039859102,0.0035840639661934405,-0.0011705743267123106,0.09573741733889019,-1.4274598471755127,0.07443466349913308,0.006910017477749719,0.07589308463573441,-1.8805973197288424,0.05731598932785262,0,0,0,5.705572008319024,-2.698160388378767,0.5143266336852861,-24.621376077581772,59.850155119458805,-124.16408058130924,90.27762587497045,-0.6588606610560007,-0.2343000192868947,1.7534722222222232,0,21,-21,42,-1,202.75304617547363,141.09837596628563,208.67336130181093,0.7626277324034437,0.692583976945264,0.7687418196306605
H,113550708,2021-04-25T08:15:00Z,7,Early,20,42,Warriors,Storm,0.027827603817250673,0.010444022412336953,8.937446936050957,8.64237605828632,0.12511692704887875,0.16146411783630227,0.014728488128099534,0.02461126092183513,0.06547054803305558,0.049824732818990414,0.003549449159169984,0.006969611542452181,0.00444648848428014,0.009996738584064161,0.013739325582551998,0.025809494125653833,0.2134507863317878,0.31163329979503795,3.469354983632034,5.192696127816915,0.13738376001344002,0.22142482144442135,0.040439239121442004,0.030950059444690044,0.7271266708398213,0.9292369998136462,34.359504041370954,29.82161587649722,0.022312489700747843,0.017951096414906647,0,0,0,0.022154493168152316,0,0,18.638009054524268,27.374751503293773,78.22475818963294,76.17144037941982,50.340436908288716,50.989269916806805,1283.9824187783481,1272.3510754898384,1296.7743316781036,1284.8538439424308,1147.1964292572266,959.9845412608721,1118.196724532823,1330.9581296493607,1.255205769408001,1.3880030947200013,1.552810372383741,1.1751720306094835,7.177083333333333,8.930555555555555,6,8,113,160,116,74,-3,86,8,4,1463.3281718676512,1722.6203246461014,1467.528988572355,1668.4196393500788,1468.6492329273817,1753.3202048795358,-0.01738358140491372,-0.2950708777646369,0.03634719078742352,0.009882772793735594,-0.015645815214065162,0.003420162383282197,0.005550250099784022,0.012070168543101835,0.09818251346325016,1.723341144184881,0.08404106143098133,-0.00948917967675196,0.20211032897382486,-4.537888164873735,-0.004361393285841196,0,0,0,8.736742448769505,-2.053317810213116,0.6488330085180891,-11.631343288509697,-11.92048773567285,-187.21188799635445,212.76140511653762,0.13279732531200028,-0.3776383417742575,1.7534722222222223,2,47,-42,89,-4,259.29215277845014,200.89065077772375,284.6709719521541,0.8164690389742906,0.7606815187958332,0.8373576745502835
A,113550801,2021-04-29T09:50:00Z,8,Early,34,20,Rabbitohs,Raiders,0.05069262967800517,6.671184301744687e-4,8.66274027061433,8.594804910981585,0.18472895571604986,0.1672594268569139,0.030262645894586212,0.018671299163064006,0.04270447763567343,0.04759683005455587,0.008203052106830713,0.0044498993998499615,0.0066404220424597805,0.006908053054878267,0.037304467068849705,0.01577854513312616,0.28966763688180325,0.2428031443760743,7.37591872256215,3.9524569797655165,0.2697719019907786,0.15328722268975467,0.036208099192384734,0.03385257280972612,1.6086378963703125,0.6144831276193676,29.60275683573292,32.307575608423655,0.018710350996384857,0.03881648721569472,0.16505073902193843,0,0.016524579320290268,0,0.05387024787300923,0,27.78971158841701,21.32671423022826,77.75131624816085,75.55448054551461,51.44808187139691,50.30601902509736,1284.2484706870362,1279.9525282249867,1315.0179149457288,1245.255220985148,1003.4151237872406,1173.2452275270166,1253.9235439408494,1155.8089213035378,1.059435212958721,1.468509678731521,1.5614363153703885,1.9209189432064366,6.076388888888889,5.010416666666667,12,6,201,137,104,151,97,-14,3,8,1609.011155977139,1585.8910569721584,1560.9590861893469,1561.267525787787,1646.8580475658111,1590.1436522842484,-0.0500255112478307,-0.06793535963274522,-0.01746952885913597,-0.011591346731522206,0.004892352418882445,-0.0037531527069807518,2.676310124184863e-4,-0.021525921935723544,-0.04686449250572894,-3.4234617427966336,-0.11648467930102394,-0.0023555263826586167,-0.9941547687509449,2.704818772690736,0.020106136219309866,0,0,0,-6.462997358188751,-2.19683570264624,-1.1420628462995452,-4.295942462049425,-69.76269396058069,169.83010373977595,-98.11462263731164,0.40907446577280004,0.3594826278360481,-1.0659722222222223,-6,-64,47,-111,5,-23.120099004980602,0.30843959844014535,-56.7143952815627,0.4667765289148284,0.5004438801468007,0.41909872605642934
H,113550802,2021-04-30T08:00:00Z,8,Early,14,40,Sharks,Storm,0.05993661853839016,0.012600756424514192,8.532388410920243,8.500993676960979,0.14499471129618566,0.1509216638684882,0.01932904605666403,0.025954852825425798,0.04464058780128246,0.04877586987225706,0.0059127252757002575,0.007846839903991161,0.0065843048562077115,0.011149937001816502,0.03714283772497183,0.03714935869912561,0.36561981775403707,0.3662551308742549,9.814284271604716,7.345372806662602,0.15928453149993854,0.21868144096521125,0.03129364464224736,0.030422598337351493,1.1729123405553439,0.9533527121836953,31.65592295885967,30.059120848571325,0.02266261356103643,0.017866620667071793,0,0,0,0.021254666305602327,0,0.059273369433173795,22.14098230941478,28.252266413096148,75.22933435139467,75.86115395665463,52.10086679878764,50.809913721798395,1282.5523513100475,1301.430010960448,1270.7718942598588,1285.7026133058848,1101.8268108203613,942.8854687852197,1184.0674226621697,1316.080641870399,1.0143123822220805,1.6647229090368014,1.634095342505038,1.1046617087729145,6.020833333333333,4.989583333333333,4,10,146,202,138,94,8,108,13,4,1474.5664638369433,1726.8415367496928,1513.1322709858032,1670.8128241621205,1433.5624991749767,1759.8258978975246,-0.04733586211387597,-0.03139473395926373,0.005926952572302552,0.0066258067687617675,0.004135282070974598,0.0019341146282909035,0.004565632145608791,6.520974153781389e-6,6.353131202178064e-4,-2.4689114649421144,0.05939690946527271,-8.710463048958693e-4,-0.21955962837164855,-1.596802110288344,-0.004795992893964637,0,0,0,6.111284103681367,0.6318196052599632,-1.290953076989247,18.877659650400574,14.93071904602607,-158.9413420351416,132.0132192082292,0.6504105268147209,-0.5294336337321235,-1.03125,6,56,-44,100,-9,252.27507291274947,157.6805531763173,326.2633987225479,0.8103386380545468,0.7125256408579574,0.8673953925797323
H,113550803,2021-04-30T09:55:00Z,8,Early,28,36,Titans,Broncos,0.041181292245156105,0.037494551889924246,8.924635395588682,8.593420940580472,0.17548713596453305,0.14857674723906986,0.0331796152755349,0.014169330293410871,0,0.07669441452766354,0.006064122358057169,0.00296943612376382,0.008975539133634068,0.004049620559897857,0.027943993431893764,0.03239373672921639,0.34922195397635636,0.27746163650747585,6.523377080422561,5.893382782019476,0.22153665479706572,0.13049300210644074,0.03530759297397863,0.042466518573199365,1.1911592824906454,0.7501467900073647,32.128023623573945,30.31869039388037,0.029523208581309628,0.02777043386099504,0,0,0.01721133293324269,0,0,0,19.697234174908353,13.644355382218311,74.3068878740864,75.06102196145476,48.324930522975144,48.47255331576931,1307.3944516557958,1319.1505615997635,1220.5286494442835,1200.316751592579,1211.04710696035,1384.564942612365,1099.9347274338984,943.3369924803197,1.1752633132608008,1.2101586056294409,1.4051468188263918,2.0626343585330296,7.079861111111111,7,6,2,154,86,155,193,-1,-107,7,15,1397.9470959050807,1358.3358229826868,1410.812089360168,1442.2459949924619,1409.2671984954793,1286.0870283968052,-0.0036867403552318587,-0.3312144550082099,-0.026910388725463197,-0.01901028498212403,0,-0.0030946862342933487,-0.004925918573736212,0.004449743297322624,-0.07176031746888051,-0.6299942984030853,-0.09104365269062498,0.007158925599220732,-0.44101249248328067,-1.809333229693575,-0.0017527747203145878,0,0,0,-6.052878792690041,0.7541340873683566,0.14762279279416646,11.756109943967658,-20.211897851704407,173.51783565201504,-156.59773495357865,0.034895292368640085,0.6574875397066378,-0.07986111111111072,-4,-68,38,-106,8,-39.61127292239394,31.433905632293772,-123.18017009867413,0.44324051007280046,0.545113999334245,0.32980170341233517
H,113550804,2021-05-01T05:00:00Z,8,Early,16,28,Eagles,Panthers,0.047547763304444136,0.05013859468293848,8.590376495204827,8.865705315602813,0.1715639654573603,0.20190387405794874,0.03134771113266092,0.036349672559146735,0.05608333573888003,0.049047741993169816,0.0076362241671106895,0.010507036148719734,0.010030469873064126,0.007930884261963778,0.04598662100916216,0.03308791156688316,0.31726784503424615,0.3772587889824296,7.5565245331379085,5.923093883604769,0.25280812281219145,0.3513273437867571,0.033047547409195945,0.031774193872852415,1.3691371300094268,1.8779658784092974,24.689476519359808,32.58302872801252,0.020038834682672056,0.0213712037545946,0,0.1387630239244412,0.02385546815696553,0.01547308430659533,0,0.05258791823275779,19.93521727769833,25.41869354302804,74.97390047945281,78.13552957712695,51.076645369383684,51.869765503201876,1246.5547595269313,1254.194349587073,1201.9131096392578,1332.3250295781772,1320.5257988096678,901.4142878849544,1080.9998415949508,1369.4873701533063,1.434346891614721,1.1353758292147207,1.6870489483415496,1.335392324715929,6.052083333333333,8.79861111111111,0,14,0,184,0,44,0,140,0,1,1432.7486324220297,1683.3962587594665,1449.3140470856647,1601.6347196499582,1420.1662350563638,1759.9361649737766,0.002590831378494342,0.275328820397986,0.03033990860058844,0.005001961426485818,-0.0070355937457102155,0.002870811981609044,-0.0020995856111003484,-0.012898709442279,0.05999094394818344,-1.6334306495331399,0.09851922097456567,-0.00127335353634353,0.5088287483998706,7.893552208652714,0.0013323690719225442,0,-0.008382383850370198,0,5.48347626532971,3.161629097674137,0.7931201338181921,7.6395900601417,130.41191993891948,-419.11151092471334,288.4875285583555,-0.2989710624000004,-0.35165662362562067,2.7465277777777777,0,0,0,0,0,250.6476263374368,152.32067256429355,339.7699299174128,0.8088946315401038,0.7061645308662127,0.8760856152822984
A,113550805,2021-05-01T07:30:00Z,8,Early,32,10,Eels,Bulldogs,0.04573481886265257,0.06866909556452692,8.539197286458945,8.626206297644229,0.16677777228948024,0.1555838687362485,0.022934192741082566,0.015037883381460192,0,0.05207731114539035,0.0066603974321249254,0.006174505498653818,0.0083478147920157,0.004020125533873558,0.030682852663828388,0.035957103458475685,0.30806270775599637,0.3345874207308004,7.47711270366539,7.5925759059904605,0.20954571782612516,0.1573358269963985,0.03406170269301026,0.02226688859349939,1.2481423712052995,1.1161044713378374,31.654885578492927,29.22495886118758,0.040355155842895646,0.024788291491327854,0,0,0.021839284389324393,0,0.05847924930128305,0.07197790919208226,23.167271684769037,13.36927716119671,77.17577364421766,78.23142511689737,50.340409389911294,50.23325389482315,1231.6264550716555,1375.1158360271365,1330.3975136380952,1226.9141801915762,1039.7796662997323,1232.4791104063415,1251.7119143602063,989.0890011996217,1.528840091773441,2.1524989076928014,1.6302463888665784,1.4264100886748767,7.899305555555555,7,12,2,197,70,96,216,101,-146,2,16,1599.920291747023,1342.619654012373,1551.5600852985256,1399.0479285671656,1637.6874921961296,1301.2578534722038,0.022934276701874354,0.08700901118528392,-0.011193903553231743,-0.007896309359622374,0,-4.858919334711073e-4,-0.004327689258142142,0.005274250794647297,0.02652471297480402,0.11546320232507057,-0.05220989082972666,-0.011794814099510869,-0.13203789986746206,-2.429926717305346,-0.015566864351567792,0,0,0.013498659890799208,-9.797994523572328,1.0556514726797133,-0.10715549508814348,143.489380955481,-103.48333344651905,192.69944410660923,-262.6229131605845,0.6236588159193603,-0.20383630019170162,-0.8993055555555554,-10,-127,120,-247,14,-257.30063773464985,-152.51215673135994,-336.4296387239258,0.18525505951656746,0.29360680399440453,0.1260169370857707
A,113550806,2021-05-01T09:35:00Z,8,Early,38,4,Roosters,Knights,0.06784799897050083,0.03719346716007249,8.402686556409922,8.735196793385425,0.169270697583983,0.15124881129580592,0.03330240390329236,0.017992270169745535,0,0,0.0084912939639865,0.005066552448134131,0.009757472574395798,0.005845801470432785,0.023978481129625757,0.03083512729355271,0.3530303071346062,0.28983818451685367,5.192656799183008,6.306446785380685,0.2638761863745426,0.18097138219034725,0.038607283546453985,0.04234096627208068,1.291879319101407,0.9959738937580211,32.6192158807036,33.89621963139191,0.06835126644940678,0.021049295623119073,0,0,0,0.012949745630237099,0,0,26.63924001272422,19.666684180603408,74.34553807900268,78.35160306292505,48.92627172541101,48.7313264457904,1259.711632213265,1230.371912305157,1307.4893372730762,1346.36389744001,1060.249862287315,1218.2519849928526,1216.493602320071,1046.584799966508,1.1275538711347206,1.2275328214540808,1.827359317438891,1.5549969701782804,6.145833333333333,8.989583333333334,10,6,198,133,96,166,102,-33,5,10,1659.4694962888702,1445.528476064631,1610.9799116419804,1433.904325792182,1674.8899005652638,1449.3449512724633,-0.030654531810428334,0.3325102369755033,-0.01802188628817708,-0.015310133733546824,0,-0.0034247415158523697,-0.003911671103963013,0.006856646163926953,-0.06319212261775253,1.113789986197677,-0.08290480418419532,0.0037336827256266927,-0.29590542534338593,1.2770037506883085,-0.04730197082628771,0,0,0,-6.972555832120811,4.006064983922371,-0.1949452796206117,-29.33971990810801,38.87456016693386,158.00212270553766,-169.90880235356303,0.09997895031936022,-0.2723623472606105,2.843750000000001,-4,-65,70,-135,5,-213.9410202242393,-177.07558584979847,-225.54494929280054,0.22591138958511414,0.26515812170511877,0.21444434031844126
H,113550807,2021-05-02T04:00:00Z,8,Early,20,24,Cowboys,Warriors,0.03802190147942894,0.02430252294186623,9.034961132794049,8.02248410371876,0.15199791025193535,0.14839763606550108,0.02063252395550361,0.02377861438103804,0.037934294108976294,0.04826145449724531,0.0034499727566232466,0.0071754401609155395,0.004062063091356335,0.00625193167696493,0.019874317078298554,0.029640792972160056,0.27078198487463095,0.2609164488706139,4.299923069530528,6.851436007166646,0.2006545772165017,0.15637032331346737,0.04080169417745352,0.03859953952288065,1.1009323982231942,0.7810310953562558,27.59603743630278,29.50612854334377,0.017049932954910228,0.02641635874009743,0,0,0,0.01966779194403222,0,0,18.007151022588282,18.71972851125281,73.39588339715644,78.21127269825496,48.96427727649534,50.44001069379139,1228.7072550067674,1284.8834736516471,1326.118932766308,1324.3878717774173,1237.167053798103,1143.344643501793,1067.8197918184248,1091.6049210608537,1.4111811329587212,1.2998934232435209,1.4727294591815383,1.5796417500407165,7.767361111111111,6.822916666666667,6,6,126,133,213,158,-87,-25,12,9,1397.5852777402938,1459.1069597640599,1440.8653579714253,1465.1358037603134,1378.6215994725083,1462.143539909393,-0.013719378537562707,-1.0124770290752885,-0.0036002741864342713,0.0031460904255344313,0.010327160388269016,0.003725467404292293,0.002189868585608595,0.009766475893861502,-0.009865536004017073,2.551512937636118,-0.04428425390303434,-0.002202154654572866,-0.3199013028669384,1.9100911070409907,0.009366425785187201,0,0,0,0.7125774886645289,4.81538930109852,1.4757334172960554,56.17621864487978,-1.7310609888907038,-93.82241029631018,23.785129242428866,-0.1112877097152003,0.1069122908591782,-0.9444444444444438,0,7,-55,62,-3,61.52168202376606,24.270445788888082,83.52194043688473,0.5876229184570683,0.5348712753608221,0.6179346257330152
A,113550808,2021-05-02T06:05:00Z,8,Early,16,8,Tigers,Dragons,0.04298231686170448,0.04053357127008544,8.504625566826885,8.874001209506677,0.1834266732563961,0.17815195631080805,0.019280726202692923,0.02535713502912533,0.05051578826327423,0,0.005185386436265016,0.0051428491033924965,0.005722432050617671,0.005612502871253894,0.024273274123283405,0.02728785219508679,0.26221182198280313,0.27151607556459234,4.797163817844421,7.474523630575147,0.17085310025443193,0.2130175289652358,0.03369151293106635,0.030770454391006185,0.9739240009489453,1.1964868603892422,31.484550425461997,34.430812873355244,0.03058474617843439,0.015270376126946083,0,0,0,0.013278711240878512,0,0.04591038803863382,19.438544950184802,19.836002324904335,77.99875579307029,77.36180884407872,48.89391525151492,48.322804689746846,1277.8649471746721,1291.6157257261918,1268.8279672250198,1242.470191460785,1245.9911436917,1206.3040980337457,1068.6961166415576,1102.2926339975986,1.4075451150220812,1.6868828925273613,1.2442197345433212,2.047601335568572,7.097222222222222,7,0,8,0,153,0,141,0,12,0,6,1381.2344949735973,1445.7973258039551,1424.594813540497,1463.7332152146002,1342.4920544331476,1447.7158848339059,-0.0024487455916190407,0.36937564267979184,-0.005274716945588065,0.006076408826432407,0,-4.253733287251909e-5,-1.0992917936377723e-4,0.003014578071803383,0.009304253581789212,2.6773598127307263,0.042164428710803864,-0.002921058540060164,0.22256285944029697,2.946262447893247,-0.01531437005148831,0,0,0,0.3974573747195329,-0.6369469489915645,-0.571110561768073,13.750778551519716,-26.35777576423493,-39.687045657954286,33.59651735604098,0.2793377775052801,0.8033816010252506,-0.09722222222222232,0,0,0,0,0,64.56283083035783,39.13840167410331,105.22383040075829,0.5918584689685882,0.5560876396245806,0.6469631872271991
A,113550901,2021-05-06T09:50:00Z,9,Early,50,0,Storm,Rabbitohs,0.012853338203540935,0.006288012557202061,8.710445232980188,8.751762085089627,0.16622336873611399,0.21343502154405294,0.02847989864450339,0.023830133187837943,0.04892300302603701,0.03892525123856051,0.007373661373755894,0.006030796975380149,0.011166933516989988,0.0059922685806083715,0.025283863060288486,0.0327666775762229,0.3181859607579925,0.27296595627996195,5.489699319198367,6.992154091556807,0.24543341737523142,0.21322410915799114,0.029935282235448883,0.03435683984577911,1.0782035936231007,0.8856712478821012,27.89767597748134,29.792210455733734,0.01919492212554485,0.010568749027769005,0,0.14214529427375686,0.01715634058190587,0.019991078384062548,0,0.08567536850480424,28.95713042831038,28.16232889311199,75.92948471925536,77.9462372732712,50.941318898490486,51.601196959113096,1323.784210302821,1300.7935624458141,1300.7804565075317,1318.6768400489852,929.4523406581064,987.4302163600062,1290.0958033581749,1247.2681313043986,1.9248395344945937,1.415869100181198,1.2183820062465398,1.5277501364481652,6.076388888888889,7,12,14,242,235,108,124,134,111,5,3,1731.2037480744382,1619.74701614218,1673.6875677535409,1565.963524990815,1765.1300821943353,1663.6219966080682,-0.006565325646338873,0.04131685210943914,0.04721165280793896,-0.004649765456665449,-0.0099977517874765,-0.0013428643983757456,-0.005174664936381616,0.007482814515934411,-0.04522000447803054,1.5024547723584396,-0.03220930821724027,0.004421557610330223,-0.19253234574099953,1.8945344782523925,-0.008626173097775844,0,0.0028347378021566783,0,-0.7948015351983884,2.016752554015838,0.65987806062261,-22.990647857006934,17.896383541453588,57.977875701899734,-42.82767205377627,-0.5089704343133956,0.30936813020162535,0.9236111111111107,2,-7,16,-23,-2,-111.45673193225821,-107.72404276272596,-101.50808558626704,0.3448857322608419,0.3497565619717727,0.3579374423384089
H,113550902,2021-05-07T08:00:00Z,9,Early,0,48,Sharks,Panthers,0.06240563909240185,0.052726177766783476,8.616246552331274,8.84246777476934,0.15544454665745377,0.20351446523485933,0.021292016494842296,0.03770789239050684,0.05062762360146348,0.055276379397602625,0.006693745754099,0.01145237090517577,0.007581634283906312,0.00846997673880355,0.035999271662465235,0.034357016705315595,0.3748646776461582,0.36179380497264085,9.23377740433072,6.235017830430912,0.1712651507598482,0.36777915654443943,0.031719964618823634,0.037574450396976364,1.209240260546492,1.969784157659969,29.71768266145886,31.55552865550636,0.029870142727484852,0.02127063338398474,0,0.1440060509858702,0,0.015943026746620716,0,0.0533364345182037,21.65252337084989,25.573571930446356,74.43557429031098,78.00739780249933,51.79481479086038,51.577579573009764,1297.8192102314447,1260.9026886118486,1294.9655806042672,1340.1655278034866,1088.6972021711397,900.3094306118571,1156.1633773024396,1353.7381279441079,1.1934536392887558,1.2472532794618376,1.6560496219547356,1.4352687852329733,7,6.125,4,16,160,212,178,60,-18,152,13,1,1470.2042525121979,1687.7916822340442,1510.2575273943828,1604.5730743412962,1428.258314878166,1764.8927403624846,-0.009679461325618373,0.22622122243806508,0.04806991857740556,0.016415875895664546,0.004648755796139145,0.004758625151076769,8.883424548972382e-4,-0.00164225495714964,-0.013070872673517364,-2.9987595738998083,0.19651400578459124,0.005854485778152729,0.760543897113477,1.8378459940475018,-0.008599509343500112,0,0,0,3.921048559596464,3.5718235121883453,-0.2172352178506145,-36.9165216195961,45.19994719921942,-188.38777155928256,197.5747506416683,0.05379964017308181,-0.2207808367217623,-0.875,12,52,-118,170,-12,217.58742972184632,94.3155469469134,336.6344254843186,0.7777381884021604,0.63249233609736,0.8741128400049655
H,113550903,2021-05-07T09:55:00Z,9,Early,18,31,Roosters,Eels,0.10325581169362096,0.045212951953115636,8.303233051092548,8.569222791665414,0.18376161700748056,0.1707167266316554,0.058857499115005464,0.02544313933910087,0.05147306029544176,0,0.00839386180301663,0.007186046789181035,0.010370870135332137,0.008455137792191267,0.03157056110477945,0.030157349410042077,0.3402151629858499,0.28972850276810935,6.447841079361518,7.343183571288325,0.28085788102831316,0.22007251085998863,0.031843891658851736,0.03716301511798115,1.7962744545492417,1.2923186400133722,26.935995418137956,31.01281512113542,0.05873967413535653,0.036347445442941065,0,0,0,0.022361885090518032,0,0.05777998461026489,27.320885611960765,23.697235383682894,74.86480579426252,76.74522722556459,49.23069542188635,50.49998482651662,1271.9089342804689,1242.8088677673563,1308.5999770366918,1350.5936628198097,1047.754870550076,1009.8528863217483,1214.1839861808667,1249.0891994985939,1.2999006388666374,1.7371096862670348,1.8377177583925575,1.5324316055345835,6.013888888888889,6.100694444444445,12,14,236,229,100,106,136,123,4,2,1664.665458249328,1604.181158115904,1613.6314928590316,1554.4961533384696,1683.4676741780015,1642.7281696795603,-0.05804285974050532,0.2659897405728664,-0.013044890375825152,-0.033414359775904595,0,-0.0012078150138355942,-0.0019157323431408697,-0.0014132116947373763,-0.050486660217740564,0.8953424919268071,-0.060785370168324526,0.005319123459129417,-0.5039558145358696,4.076819702997465,-0.022392228692415465,0,0,0,-3.623650228277871,1.880421431302068,1.269289404630264,-29.10006651311255,41.993685783117826,-37.901984228327706,34.9052133177272,0.43720904740039734,-0.305286152857974,0.08680555555555536,2,-7,6,-13,-2,-60.48430013342386,-59.135339520561956,-40.73950449844119,0.4138248983717578,0.4157097947575227,0.44163837388223176
A,113550904,2021-05-08T05:00:00Z,9,Early,24,16,Knights,Raiders,0.03496185913046814,0.006029318355377782,8.768218203918867,8.685120386085245,0.1642081824680971,0.177592360554255,0.02035223778260204,0.02303593737611438,0,0.055403326891811044,0.0053568803295189794,0.005842167786106868,0.00557788454361418,0.008699850932771277,0.02031788557502123,0.027018963970718974,0.2653181699341013,0.2742381946038103,4.842282939518586,5.5568658351748885,0.19359406445275235,0.17445316929114565,0.03709506142332456,0.033306798342364434,1.0301393209078435,0.746529553365116,33.73413840447637,31.571609103152756,0.020526027427150706,0.039173991563122255,0,0,0.013304705630823362,0,0,0,18.726683129767203,21.247111376414566,78.75050687914955,75.64121171278373,48.56744685904298,50.047657883591526,1236.1095975668477,1285.7153765314877,1353.3620635936093,1264.1399077260392,1215.8368658932814,1171.4305138753957,1034.9097119685175,1130.6803860253256,1.3338808521668362,1.3803990980076297,1.4616971519675834,1.8056638066140502,6.809027777777778,8.79861111111111,6,6,137,157,204,185,-67,-28,11,9,1440.3325141041732,1575.1551968071174,1431.2527445751307,1556.263086986319,1440.7671776597256,1573.3797032419914,-0.02893254077509036,-0.08309781783362169,0.01338417808615791,0.0026836995935123377,0,4.852874565878882e-4,0.0031219663891570975,0.006701078395697745,0.008920024669709037,0.714582895656303,-0.01914089516160669,-0.0037882630809601275,-0.2836097675427276,-2.1625293013236124,0.01864796413597155,0,0,0,2.520428246647363,-3.1092951663658255,1.4802110245485451,49.60577896463997,-89.22215586757011,-44.40635201788564,95.77067405680805,0.04651824584079356,0.3439666546464668,1.989583333333333,0,20,-19,39,-2,134.82268270294412,125.01034241118828,132.6125255822658,0.6848393439746873,0.6725227553690696,0.6820869145911646
